chapter,section,sub-section,question,options,correct-answer,note
4,Safe Driving Tips,,Why are railroad crossings considered dangerous?,"a: They’re safe to cross as trains are unlikely.,b: They’re always hazardous.,c: They’re safe parking spots.",b,"Railroad crossings are inherently dangerous. Always check for approaching trains, follow signs, signals, or flaggers, and proceed only when safe."
4,Safe Driving Tips,,Which statement about railroad crossings is true?,"a: Illegal to go around lowered gates.,b: Stop when directed by a flagger.,c: Not all crossings have signals or gates.",a,"It’s illegal to go around lowered gates, you must stop for flaggers or signals, and not all crossings have gates or lights."
4,Rules of the Road,,What does a double solid yellow line in the center of a two-lane road mean?,"a: Lanes move in the same direction and passing is not allowed.,b: Lanes move in opposite directions and passing is permitted when safe.,c: Lanes move in opposite directions and passing is prohibited.",c,Double solid yellow lines indicate that traffic moves in opposite directions and passing is not allowed.
4,Emergencies,,"If involved in an accident, you should:","a: Not walk in traffic lanes.,b: Stop at or near the scene.,c: Turn off wrecked vehicles’ ignitions.",b,"Stop at or near the accident scene, move your vehicle out of traffic if possible, avoid standing in traffic lanes, and turn off ignitions of wrecked vehicles."
4,Safe Driving Tips,,What is required if a flagger is directing traffic in a construction zone?,"a: Follow the flagger’s directions.,b: Assume the flagger isn’t authorized to direct traffic.,c: Follow surrounding traffic despite the flagger’s instructions.",a,"In construction zones, follow a flagger’s directions, reduce speed, and exercise caution to ensure the safety of workers."
4,Rules of the Road,,When are you required to stop your vehicle?,"a: At a red light.,b: When a traffic officer signals you to stop.,c: At an intersection with a stop sign.",a,"You must stop at stop signs, red lights (flashing or steady), or when directed by a traffic officer."
4,Emergencies,,"If your wheels drop off the pavement onto the shoulder, you should:","a: Brake hard and turn sharply back.,b: Stop on the road’s edge.,c: Slow down and carefully return to the pavement.",c,Reduce speed without braking and carefully steer back onto the pavement if your wheels drop onto the shoulder.
4,Emergencies,,What should you do when approaching a stopped emergency vehicle with flashing lights?,"a: Slow down and change lanes if possible.,b: Drive to the right and stop.,c: Continue at the same speed.",a,"Change lanes if possible or slow down below the speed limit, giving the emergency vehicle space, and be prepared to stop."
4,Rules of the Road,,Where are stop lines located?,"a: At intersections and crosswalks.,b: Next to churches and schools.,c: In curves and on hills.",a,"Stop lines, solid white lines, are painted at intersections and crosswalks to indicate where drivers must stop."
4,Safe Driving Tips,,What is the safest way to drive in traffic?,"a: Fluctuate speed to stay alert.,b: Drive faster than traffic flow.,c: Drive with the flow of traffic.",c,"Drive with the flow of traffic, within the speed limit, to minimize crash risk, as varying speeds can cause collisions."
4,Emergencies,,When must you pull over for an emergency vehicle?,"a: Regardless of direction.,b: Only if it’s following you.,c: Only if approaching from the opposite direction.",a,"Pull over and stop for an emergency vehicle with flashing lights, regardless of its direction."
4,Safe Driving Tips,,How should you drive at night?,"a: Use high beams when no oncoming vehicles.,b: Wear sunglasses to reduce glare.,c: Use high beams in rain.",a,"Use high beams at night when no oncoming vehicles are present, and ensure headlights are on from 30 minutes after sunset to 30 minutes before sunrise."
4,Rules of the Road,,"When entering traffic from a private driveway, what should you do?","a: Yield to vehicles on the main road.,b: Take the right-of-way.,c: Enter only with a traffic light.",a,"Yield to vehicles already on the main road when entering from a driveway, alley, or parking lot."
4,Safe Driving Tips,,What should you do on slippery roads?,"a: Use alternate routes.,b: Drive as on dry roads.,c: Increase following distance.",c,Increase your following distance on slippery roads to allow more stopping time.
4,Rules of the Road,,What should you do when entering a roadway from a private road?,"a: Honk to warn others.,b: Stop partially on the roadway.,c: Yield to traffic and pedestrians.",c,"Stop before entering from a private road, yielding to vehicles and pedestrians on the main road, and proceed only when clear."
4,Safe Driving Tips,,What should you do when driving in sleet or snow?,"a: Keep windshield and mirrors clear.,b: Increase following distance.,c: Approach vehicles with caution.",a,"Keep windshield and mirrors clear, increase following distance, and approach vehicles cautiously in snowy conditions."
4,Safe Driving Tips,,How should you prepare for potential road hazards?,"a: Continually scan the road and roadsides.,b: Stare straight ahead.,c: Rest your left foot on the brake.",a,Continually scan the entire road and roadsides to identify and prepare for potential hazards before encountering them.
4,Safe Driving Tips,,"When exiting a highway, when should you slow down?","a: On the main road before the exit lane.,b: At a toll booth.,c: In the exit lane.",c,Slow down only after moving into the exit lane when exiting a highway to maintain traffic flow.
4,Rules of the Road,,What does an arrow painted on the pavement mean?,"a: Drivers in that lane must stop before following the arrow.,b: Drivers in that lane may follow the arrow if they choose.,c: Drivers in that lane must follow the arrow’s direction.",c,"A pavement arrow indicates that drivers in that lane must follow the arrow’s direction, subject to any overriding traffic signs or signals."
4,Rules of the Road,,What does a No Standing sign indicate?,"a: You can park if the driver stays in the vehicle.,b: Stopping is never permitted at this location.,c: You may briefly stop to pick up or drop off passengers.",c,A No Standing sign allows only temporary stops to load or unload passengers.
4,Safe Driving Tips,,How can you avoid emergency stops in traffic?,"a: Honk to alert others.,b: Maintain a safe following distance.,c: Drive in the right lane only.",b,"Maintain a safe following distance to react to hazards without emergency stops, preventing rear-end collisions."
4,Rules of the Road,,Who has the right-of-way at a four-way stop if two drivers arrive simultaneously?,"a: The driver on the left.,b: The driver on the right.,c: Neither driver needs to stop.",b,"At a four-way stop, if two vehicles arrive at the same time, the driver on the right has the right-of-way."
4,Safe Driving Tips,,Which does not promote safe night driving?,"a: Keep windshield clean.,b: Tinted windows reduce visibility.,c: Carry a flashlight.",c,"Carrying a flashlight doesn’t directly promote safe night driving, unlike keeping the windshield clean or avoiding tinted windows."
4,Safe Driving Tips,,Why do larger vehicles have larger blind spots?,"a: They have no blind spots.,b: Their size creates larger blind spots.,c: They have smaller blind spots.",b,"Larger vehicles like trucks and SUVs have bigger blind spots, especially near their rear, invisible in mirrors."
4,Safe Driving Tips,,Why is it important to be alert to motorcycles?,"a: They rarely use headlights.,b: They are harder to see than cars.,c: Motorcyclists are less skilled.",b,"Motorcycles are smaller, easily hidden in blind spots, and harder to judge for speed and distance, requiring extra caution."
4,Rules of the Road,,What color are guide signs that provide directional and mileage information?,"a: Red.,b: Green.,c: Yellow.",b,"Guide or destination signs, which offer directional and mileage details, have a green background and are useful in unfamiliar areas."
4,Rules of the Road,,What is a slow-moving vehicle emblem?,"a: A circular green sign.,b: A diamond-shaped yellow sign.,c: An orange triangular sign.",c,"A slow-moving vehicle emblem is a reflective orange triangle, indicating vehicles traveling at 25 mph or slower."
4,Safe Driving Tips,,What factors do vehicle stopping distances not depend on?,"a: Reaction time.,b: Time of day.,c: Brake condition.",b,"Stopping distance depends on reaction time, weather, vehicle weight, brakes, tires, road conditions, and speed, but not the time of day."
4,Rules of the Road,,"At an intersection with a yield sign, you should:","a: Yield only to traffic on the left.,b: Always stop before entering.,c: Slow down and yield to traffic in the intersection.",c,A yield sign requires slowing down and yielding to traffic or pedestrians in the intersection or roadway you’re entering.
4,Rules of the Road,,Who has the right-of-way in a crosswalk marked by two solid white lines?,"a: Motor vehicles.,b: Pedestrians in the crosswalk.,c: No one.",b,"Pedestrians in a crosswalk have the right-of-way, and drivers must stop to allow them to cross safely."
4,Emergencies,,What should you do if traffic signals fail due to a power outage?,"a: Use hand signals to communicate.,b: Park off the road and wait.,c: Treat the intersection as a four-way stop.",c,"Treat a non-functioning traffic light as a four-way stop, yielding to other drivers and proceeding cautiously when it’s your turn."
4,Rules of the Road,,How should bicyclists ride on sidewalks or in crosswalks?,"a: Take the right-of-way.,b: Yield to pedestrians.,c: Ride without signaling before passing.",b,"Bicyclists on sidewalks or in crosswalks must yield to pedestrians and ride slowly, unless local rules prohibit sidewalk riding."
4,Safe Driving Tips,,Why must you use extra caution near a pedestrian with a white cane?,"a: They are deaf.,b: They are a police officer.,c: They are blind.",c,"Slow down, yield, and be prepared to stop for a blind pedestrian with a white cane or guide dog."
4,Safe Driving Tips,,How should you safely pass a bicycle?,"a: Honk to alert the bicyclist.,b: Drive in the bicycle lane to pass.,c: Slow down and give ample space.",c,"When passing a bicyclist, slow down and provide as much space as possible to avoid crowding or destabilizing them."
4,Rules of the Road,,What purpose do highway markings serve?,"a: Found only in construction zones.,b: Provide information to drivers.,c: Usually unimportant.",b,"Highway markings guide drivers by indicating correct vehicle positioning, safe passing zones, and upcoming road conditions."
4,Safe Driving Tips,,How can you relieve fatigue on a long trip?,"a: Stop and rest every two hours.,b: Do arm exercises every hour.,c: Drive with one eye open.",a,Stop every two hours for a break or nap in a safe place to relieve fatigue on long trips and avoid drowsy driving.
4,Safe Driving Tips,,What is a blind spot?,"a: Area you can’t see without moving your head.,b: Directly behind your vehicle.,c: Area seen in your rearview mirror.",a,Blind spots are areas to the sides and behind the vehicle that you can’t see without turning your head.
4,Safe Driving Tips,,"When merging with other traffic, you should:","a: Merge regardless of a gap.,b: Wait until your lane ends and merge into a small gap.,c: Allow a gap of about four seconds.",c,A four-second gap is needed when merging to ensure a safe two-second following distance for you and the vehicle behind.
