chapter,section,sub-section,question,options,correct-answer,note
4,,,Driving under the influence of any medication which impairs your driving is permitted:,"""a: Under no circumstances.,b: If you don't feel drowsy.,c: If it is prescribed by a physician.""","""a""","""It is illegal to drive under the influence of any drug that affects your ability to drive safely.  'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.' (Page 72)"""
6,,,"On a freeway, drivers should look farther ahead than they normally would on a city street","""a: Because it takes 500 feet to stop a vehicle on a freeway,b: In order to spot potential hazards and dangers ahead,c: Because there are multiple lanes""","""b""","""The DMV handbook states that 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
6,,,Make room for cars that are entering the freeway by:,"""a: Slowing down.,b: Merging into a different lane.,c: Maintaining your speed and position.""","""a""","""According to page 22, 'Make space for vehicles entering freeways, even if you have the right-of-way.'"""
6,,,You may use your horn on narrow mountain roads,"""a: To alert oncoming traffic where you cannot see at least 200 feet ahead,b: To let pedestrians know you are there,c: To signal to other drivers that you are in a hurry""","""a""","""The DMV Handbook states on page 12: 'Use your vehicle's horn to let other drivers know you are there or warn others of a hazard. Use your horn to: Avoid collisions. Alert oncoming traffic on narrow mountain roads where you cannot see at least 200 feet ahead.'"""
6,,,When is it required to signal before changing lanes?,"""a: At all times,b: Only when there are other vehicles nearby,c: Only when changing lanes on a freeway""","""a""","""The DMV Handbook states that you should 'Always signal when you turn, change lanes, slow down, or stop.'"""
6,,,Which of the following is most likely to be slippery in cold weather after snow or rain?,"""a: A hilly,b: A residential road,c: A road in a shaded area""","""c""","""According to page 61, 'Shade from trees or buildings can hide icy spots on cold, wet days. These areas freeze first and dry out last.'"""
6,,,It is against the law to enter an intersection or crosswalk when,"""a: The light is yellow,b: The light is flashing red,c: You cannot cross without obstructing traffic from either side.""","""c""","""The DMV Handbook states on page 39 that it is against the law to block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
6,,,Using a cell phone while operating a motor vehicle is considered a distraction because:,"""a: It causes the driver to be concerned about the cost of the call.,b: It occupies the driver's hands,c: It is an activity that draws the attention of other drivers.""","""b""","""The DMV handbook states on page 70 'Cell phones are the main source of distracted driving. Driving while using a handheld cell phone is unsafe and illegal... It occupies the driver's hands.'"""
6,,,"At dawn or dusk and in rain or snow, it can be hard to see and be seen. A good way to let other drivers know you are there is to turn:","""a: Up the instrumental panel lights.,b: On your parking lights.,c: On your headlights.""","""c""","""The DMV handbook states 'Use your headlights: When it is too dark to see from 1,000 feet away, Beginning 30 minutes after sunset, Until 30 minutes before sunrise, In adverse weather. If you need to use your windshield wipers due to fog, rain, or snow, you must turn on your low-beam headlights.'"""
6,,,Who is most at risk?,"""a: Drivers who are fatigued,b: Drivers who are driving on long boring roads,c: All of the above""","""c""","""Page 9 of the California Driver's Handbook states 'Fatigue and Drowsiness - Can affect your vision and increase reaction time to hazards.'"""
6,,,You are driving on a city street and see an emergency vehicle with flashing lights behind you. What should you do?,"""a: Drive to the right edge of the road and slow down.,b: Drive to the right edge of the road and stop.,c: Stay in your lane slow down and let it pass.""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Failure to pull over may result in a ticket. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'"""
6,,,"When both right and left turn signals are flashing at the same time on a moving vehicle, it means","""a: It is carrying children to or from school,b: Let the vehicle have the right-of-way,c: There may be a hazard or an accident ahead""","""c""","""If you can see a collision or hazard ahead, warn drivers behind you using these methods: Turn on your emergency flashers. Lightly tap your brake pedal three or four times. Use a hand signal when slowing and stopping."""
6,,,What is the benefit of a space cushion around your vehicle?,"""a: Other drivers can cut in front of you,b: If another driver makes a mistake,c: It inflates to protect you from injury in the case of a collision.""","""b""","""A space cushion around your vehicle allows for you to react if another driver makes a mistake. The DMV Handbook states 'Following other vehicles at a safe distance gives you enough time to react if another driver makes a mistake.'"""
6,,,"If a tire suddenly blows out while you are driving, you should:","""a: Grip the steering wheel firmly,b: Pump the brakes rapidly.,c: Brake hard and steer toward the right edge of the roadway.""","""a""","""According to the DMV Handbook, if a tire blows out while you are driving, you should 'Hold the steering wheel with both hands. Maintain your vehicle speed if possible and safe. Gradually release the accelerator. Correct the steering as necessary to stabilize your vehicle and regain control.' """
6,,,To avoid glare from the headlights of an approaching car:,"""a: Look briefly toward the right side of the road.,b: Stay focused on the centerline on the road.,c: Flash your high beams.""","""a""","""To avoid glare from the headlights of an approaching car, the DMV handbook states on page 59, 'Do not look directly into the oncoming headlights...Look toward the right edge of your lane...Do not react to the other driver by keeping your high-beam headlights on.'"""
6,,,What is a crosswalk?,"""a: Another name for a four-way intersection.,b: An area designated for road construction workers.,c: The area where pedestrians may cross the roadway.""","""c""","""A crosswalk is the part of the road set aside for pedestrians to safely cross the road. They are often marked with white lines. School crossings may have yellow crosswalk lines. Not all crosswalks are marked. Pedestrians have the right-of-way in marked or unmarked crosswalks."""
6,,,It is unlawful to:,"""a: Pass another vehicle in any marked no passing zone.,b: Pass another vehicle over a railroad crossing.,c: Both of the above.""","""c""","""The DMV handbook states on page 24, 'You must judge whether you have enough space to pass whenever you approach...a railroad crossing.' and, 'Do Not Pass...Within 100 feet of an intersection, bridge, tunnel, railroad crossing, or other hazardous area.'"""
6,,,A safety zone is a specially marked area for passengers to get on or off buses or trolleys. You may not drive through a safety zone:,"""a: Only when a bus or trolley is present.,b: Only when a bus or trolley is unloading passengers.,c: At any time or for any reason.""","""c""","""The DMV handbook states 'Safety zones are spaces set aside for pedestrians waiting for buses, streetcars, and trolleys. Safety zones are marked by raised buttons or markers on a road. Do not drive through a safety zone under any condition.'"""
6,,,"When you see a NEV ROUTE sign, you should watch out for","""a: A Nevada law enforcement officer,b: Slow-moving vehicles in the roadway,c: Animal-drawn vehicles""","""b""","""On page 45, the DMV Handbook states, 'Watch for slow-moving vehicles when you see these signs or markings: - NEV USE ONLY - NEV ROUTE. NEVs and LSVs reach a maximum speed of 25 mph.'"""
6,,,Which of the following roadways freeze first when wet?,"""a: Bridges and overpasses,b: Intersections,c: Tunnels""","""a""","""Bridges and overpasses tend to freeze before the rest of the road because they can have icy spots."""
6,,,"If you are involved in a traffic collision and no one is injured, you are required to complete and submit a written report to","""a: DMV,b: CHP,c: EDD""","""a""","""According to the California Driver's Handbook, page 77, 'If you are in a collision, you must report it to DMV within 10 days if:  - The collision caused more than $1,000 in damage to property. - Anyone was injured or killed.'"""
6,,,"Work zone barriers, drums, cones, and signs are used to:","""a: Make drivers angry about slow traffic.,b: Inconvenience drivers.,c: Keep traffic out of hazardous work zones.""","""c""","""Cones, drums, and barriers are used to keep traffic out of a hazardous work zone. 'Go through the work zone carefully by: Slowing down.' 'Cones, drums, or other barriers will guide you through the work zone.' """
6,,,"When driving at night, you should:","""a: Always use your high beams.,b: Look directly at the headlights of an oncoming vehicle.,c: Increase your following distance.""","""c""","""When driving at night, you should increase your following distance. This gives you more time to react if the driver in front of you brakes suddenly."""
6,,,Children on bicycles should be given extra space by motor vehicle operators because:,"""a: They do not have the same physical reflexes as adults.,b: They are smaller and more difficult to see than adults.,c: Both of the above.""","""c""","""The DMV handbook explains that motorcyclists are smaller and harder to see in blind spots, and they are less protected on the road. This applies to children on bikes as well. """
6,,,Which of these statements about drugs and traffic is true?,"""a: Even over-the-counter drugs can impair your driving,b: Any prescription drug is safe to use if you don’t feel drowsy,c: Only illegal drugs can impair your driving""","""a""","""The DMV handbook states that 'Prescription and over-the-counter medications can make you an unsafe driver. Some medicines can make you sleepy. It is your responsibility to know the effects of the medications you take.'"""
6,,,"When entering the interstate on a short entrance ramp where there is no acceleration lane, you should:","""a: Immediately enter the far-right traffic lane on the interstate and speed up to match the flow of traffic.,b: Use the shoulder of the main road to get up to the speed of traffic.,c: Speed up and enter the interstate only after you have identified a gap in traffic.""","""c""","""The DMV handbook states, 'When you enter a highway, you will need to...Be at or near the speed of traffic...Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
6,,,"At a T-intersection with no signs or signals, you must yield to","""a: Traffic on the road you are entering,b: Traffic on the road you are leaving,c: Pedestrians in the crosswalk,d: None of the above""","""b""","""According to page 38, 'Vehicles, bicyclists, and pedestrians on the through road (continuing to go straight) have the right-of-way.' This means that the vehicle entering the T-intersection must yield to traffic on the road it is leaving."""
6,,,Prior to entering a curve:,"""a: Activate your turn signal.,b: Reduce your speed.,c: Brake hard.""","""b""","""You must slow down before entering a curve to avoid losing control of your vehicle."""
6,,,What happens if you do not signal when required?,"""a: You may get a ticket,b: You may cause an accident,c: All of the above""","""c""","""The DMV handbook states that it is important to signal when making a turn, changing lanes, slowing down, or stopping, and that failing to do so could result in a ticket or cause an accident. The correct answer is all of the above."""
6,,,"When parking next to a curb, you should use your turn signals:","""a: Only when pulling away from the curb.,b: When pulling next to but not away from the curb.,c: When pulling next to or away from the curb.""","""c""","""According to the California Driver's Handbook, 'You should signal: ... Before pulling next to the curb or away from the curb.'"""
6,,,"If you have had several beers, the effects of alcohol will be reduced only by:","""a: Taking a cold shower.,b: Waiting several hours.,c: Drinking several cups of coffee.""","""b""","""The DMV handbook states that 'Almost everyone feels negative effects of alcohol, even at levels lower than the legal limit.’ Therefore, the only way to reduce the effects of alcohol is to wait several hours."""
6,,,A U-turn is not permitted:,"""a: In a parking lot.,b: On or near any curve or hill.,c: On a straight roadway with a clear view for 500 feet in both directions.""","""b""","""The DMV handbook states that you cannot make a U-turn 'When you cannot see clearly for 200 feet in each direction.' (Page 20).  Therefore, a U-turn is not permitted on or near any curve or hill."""
6,,,Extra space in front of a large truck is needed for:,"""a: Other drivers to merge onto the freeway.,b: The truck driver to stop the vehicle.,c: Other drivers when they want to slow down.""","""b""","""'Large vehicles and commercial trucks take longer to stop than passenger vehicles traveling at the same speed. When traveling, they create extra space in front of their vehicle to use if they need to stop suddenly.'"""
6,,,A solid yellow arrow on a traffic signal means:,"""a: You should speed up so you can make the turn before the light changes.,b: You do not need to signal to turn from the indicated lane.,c: You should prepare to stop and yield the right-of-way to oncoming traffic.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow."""
6,,,When passing another vehicle:,"""a: Pass the vehicle as slowly as possible.,b: Drive at the same speed as the vehicle you are passing.,c: Pass the vehicle as safely and as quickly as possible.""","""c""","""The DMV handbook states that when passing another vehicle, you should 'speed up to pass the vehicle.' This means that you should pass the vehicle as safely and as quickly as possible."""
6,,,What usually causes a locked wheel skid?,"""a: Braking too hard at a slow speed,b: Braking lightly at a slow speed,c: Braking too hard at a fast speed""","""c""","""A locked wheel skid is usually caused by braking too hard when you are going too fast. 'A locked wheel skid is usually caused by braking too hard when you are going too fast.'"""
6,,,When a bicyclist is making a left turn:,"""a: They may use the left lane.,b: They may cut through all lanes.,c: They may wait on the side of the road.""","""a""","""According to the DMV handbook, 'Bicyclists may… make left and right turns in the same way drivers do, using hand signals and turn lanes.'"""
6,,,"To avoid last minute moves, you should be looking down the road to where your vehicle will be in about","""a: 5 to 10 seconds,b: 10 to 15 seconds,c: 15 to 20 seconds""","""a""","""The DMV handbook says 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
6,,,The maximum posted speed limit should be driven only:,"""a: During the night.,b: During the day.,c: Under ideal conditions.""","""c""","""The DMV handbook states that you may never drive faster than is safe for the current road conditions. 'This is known as the Basic Speed Law. Make sure you manage your speed and slow down when conditions call for it.'"""
6,,,You should not drive,"""a: After you have taken any drink drug or medication which changes how you think or act or causes you to be less careful,b: If you are not alert,c: Both of the above""","""c""","""The DMV handbook states, 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.'  It also mentions, 'You must be alert to quickly decide the correct course of action in any type of traffic situation, including unexpected ones.'"""
6,,,"If you are leaving a parking lot, you","""a: Must turn either left or right only when it is safe,b: Have the right-of-way,c: Must yield to traffic before re-entering the road""","""c""","""When entering traffic from a full stop, signal and leave a large enough space to get up to the speed of traffic.  To merge, enter, or exit traffic, you need a space that is:  - Half a block on city streets, which is about 150 feet.  - A full block on the highway, which is about 300 feet."""
6,,,"You must stop at the intersection ahead. Just before the intersection, you have to cross railroad tracks. You should stop before crossing the railroad tracks when:","""a: There isn't room on the other side for you to completely cross the tracks.,b: The crossing is located in a city or town with frequent train traffic.,c: You are transporting two or more children in a passenger vehicle.""","""a""","""According to the DMV handbook on page 51, 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'"""
6,,,"In a vehicle equipped with airbags, the safest place for children age 12 and under to ride is in:","""a: The front seat.,b: The back seat.,c: The bed of a pick-up truck.""","""b""","""According to the DMV handbook, 'Children who are under 8 years old, or who are less than 4 feet 9 inches tall: Secure in a child passenger restraint system in a rear seat.'"""
6,,,"Sleeping pills, tranquilizers, pain medicine, or cold or allergy medications","""a: May impair your driving,b: May increase the bad effects of alcohol on your driving,c: Both of the above""","""c""","""The DMV handbook states that 'Prescription and over-the-counter medications can make you an unsafe driver.'  It also states that 'Some medicines can make you sleepy.'  Therefore, the answer is 'c', as the medications can impair driving and increase the negative effects of alcohol."""
6,,,"On a green arrow, you must:","""a: Yield to any vehicle,b: Yield to pedestrians only in the intersection.,c: Wait four seconds before proceeding.""","""c""","""A green arrow means GO in the direction the arrow is pointing. The green arrow allows you to make a protected turn. Oncoming vehicles are stopped by a red traffic signal light. """
6,,,"Motorcycles, scooters, and mopeds are not easy to see; therefore, you should:","""a: Slow down when driving.,b: Make constant visual checks.,c: Share a lane with a motorcycle.""","""b""","""The DMV handbook states, 'Motorcycles are smaller in size and harder to see so they easily disappear in vehicle blind spots.'"""
6,,,Regulatory signs are:,"""a: Green.,b: Yellow.,c: White.""","""c""","""The answer is 'c' White.  This is stated on page 37 of the DMV handbook.  'Red And White Regulatory Sign, Follow the sign's instruction.'"""
7,,,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle.,b: You can see both headlights of the passed vehicle in your rearview mirror.,c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'"""
7,,,Which of these statements is true about roadwork zones?,"""a: Fines are the same for violations committed in work zones as they are under normal traffic conditions.,b: You must ‘Slow for the Cone Zone’,c: Slow down only if you think workers are present.""","""b""","""The DMV Handbook states that drivers should 'Slow for the Cone Zone.' (page 49)"""
7,,,A safety zone is a specially marked area for passengers to get on or off buses or trolleys. You may not drive through a safety zone:,"""a: Only when a bus or trolley is present.,b: Only when a bus or trolley is unloading passengers.,c: At any time or for any reason.""","""c""","""The DMV handbook states 'Safety zones are spaces set aside for pedestrians waiting for buses, streetcars, and trolleys. Safety zones are marked by raised buttons or markers on a road. Do not drive through a safety zone under any condition.'"""
7,,,"At an intersection with stop signs at all four (or more) corners, when two cars arrive at the same time you must yield the right-of-way to the driver","""a: On your right,b: On your left,c: Signaling a turn""","""a""","""The DMV handbook states: 'If a vehicle, pedestrian, or bicyclist gets to the intersection at the same time as you, give the right-of-way to the vehicle, pedestrian, or bicyclist on your right.'"""
7,,,Which of these vehicles must always stop before crossing railroad tracks?,"""a: Tank trucks with hazardous materials placards.,b: Motor homes or pickup trucks towing a boat trailer.,c: Sport utility vehicles carrying four or more persons.""","""a""","""According to page 50, 'Vehicles with these signs must stop before crossing railroad tracks.'"""
7,,,When is it required for you to obey directions from a crossing guard?,"""a: At all times.,b: During school hours only.,c: Only when children are present in front of a school.""","""a""","""The DMV handbook states that you should 'Be sure to obey their directions at all times.' when referring to school safety patrols or crossing guards."""
7,,,ABS is the acronym for,"""a: Anti-lock Brake System,b: Anti-Braking System,c: Asphalt-Braking System""","""a""","""On page 60 of The DMV handbook, it states: 'To get out of a locked wheel skid if your vehicle is equipped with: Four-wheel antilock braking system (ABS), apply firm pressure on the brake pedal.'"""
7,,,You are getting ready to make a right turn. You should:,"""a: Signal and turn immediately.,b: Stop before entering the right lane and let all other traffic go first.,c: Slow down or stop""","""c""","""To make a right turn, drive close to the right edge of the road. If a designated right turn lane is available, enter at the opening.  Start signaling about 100 feet before the turn. Look over your right shoulder and reduce your speed. Stop behind the limit line. If there is no limit line, stop before you enter the crosswalk. If there is no crosswalk, stop before you enter the intersection."""
7,,,Interstate driving requires drivers to:,"""a: Have the ability to safely drive at increased speeds.,b: Be constantly alert.,c: Both of the above.""","""c""","""Interstate driving requires drivers to 'Be aware of your surroundings' and  'Manage your speed' which are both required to drive safely at increased speeds. The DMV handbook provides the following in the section 'Be Aware Of Your Surroundings' on Page 57:  'To drive safely, you need to know what is around you. This helps you make good decisions and react to hazards on the road.'"""
7,,,"When preparing to make a left turn from a two-way street, you should drive:","""a: Near the right-hand side of the road.,b: Near the centerline.,c: On the left of the centerline.""","""b""","""To make a left turn, you should drive 'close to the center divider or into the left turn lane.'"""
7,,,What should you do if a pedestrian is still in the crosswalk after the 'DON'T WALK' sign begins to flash and your light has turned green?,"""a: Wait until the pedestrian is out of your path before proceeding.,b: Wait until the pedestrian signals that it is okay for you to proceed.,c: Wait until the pedestrian has crossed the street completely before proceeding.""","""a""","""Even if the 'DON'T WALK' sign is flashing and your light has turned green, you must yield to pedestrians in the crosswalk. The DMV handbook states, 'Drivers must yield to pedestrians, even if the DON'T WALK light is flashing.'"""
7,,,Various traffic control devices in construction and maintenance work areas are the color:,"""a: Red.,b: Orange.,c: Yellow.""","""b""","""Traffic control devices in construction and maintenance work areas are typically orange. The DMV Handbook states:'Highway Construction and Maintenance Signs'. The signs shown in the image have black lettering and symbols on an orange background."""
7,,,Bicycle riders must,"""a: Ride facing traffic when there is no bike lane,b: Be given a safe amount of space when being passed by automobile drivers,c: Never walk the bicycle across the street""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given. This will help you avoid putting the bicyclist in danger.'"""
7,,,Roadways are least slippery,"""a: on bridges and freezing temperatures,b: after it has been raining for a while,c: during the first rain after a dry spell""","""b""","""The DMV handbook states on page 61, 'When it starts to rain, the pavement can be very slippery. Slow down at the first sign of rain, drizzle, or snow on the road. This is especially true if it has been dry and hot for some time, because oil and dust on the road's surface have not been washed away.'"""
7,,,"To avoid last minute moves, you should be looking down the road to where your vehicle will be in about","""a: 5 to 10 seconds,b: 10 to 15 seconds,c: 15 to 20 seconds""","""a""","""The DMV handbook says 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
7,,,"California's ""Basic Speed Law"" says you must:","""a: Keep your speed close to that of other traffic.,b: Never drive faster than is safe for current conditions.,c: Always drive at the posted speed limit.""","""b""","""The Basic Speed Law states that you may never drive faster than is safe for the current road conditions. 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.' (page 67)"""
7,,,"When changing lanes, you should never:","""a: Cross the centerline in an intersection.,b: Check your blind spots by looking over your left or right shoulder.,c: Check for other drivers moving into the same lane.""","""a""","""The DMV handbook states on page 14: 'Never change lanes over double solid white lines. Wait until you see a single broken white line.'"""
7,,,What do pennant-shaped signs indicate?,"""a: A school crossing,b: A No Passing Zone,c: Yield""","b""","""Pennant-shaped signs are no-passing zone signs. They are yellow with black lettering and are placed on the left side of two-way roads to warn drivers that passing is not safe in that area."""
7,,,A solid yellow line on your side of the centerline means:,"""a: Reduce your speed.,b: Traffic light ahead.,c: Do not pass.""","""c""","""A single solid yellow line marks the center of a road with two-way traffic. Do not pass a vehicle in front of you if there is only one lane of traffic going your direction and a solid yellow line on your side of the road."""
7,,,"When driving in work zones, you should:","""a: Follow the driver in front of you closely.,b: Pass the driver in front of you as soon as you can.,c: Avoid tailgating and keep a safe following distance.""","""c""","""The DMV handbook states on page 49, 'Go through the work zone carefully by: ... Allowing extra space between vehicles.'"""
7,,,Vehicles stopped behind a school bus with its red lights flashing must remain stopped until:,"""a: All students are off the bus.,b: The stop arm is retracted.,c: The stop arm is retracted and the bus resumes motion.""","""c""","""The DMV handbook states on page 50, 'When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'"""
7,,,"At intersections, crosswalks, and railroad crossings, you should always:","""a: Stop,b: Look to the sides of your vehicle to see what is coming.,c: Slowly pass vehicles that seem to be stopped for no reason.""","""a""","""According to the DMV handbook, 'Before entering an intersection, look left, right, and ahead to check for vehicles, bicyclists, and pedestrians. Be prepared to slow down and stop if necessary.'"""
7,,,You are driving on the freeway. The vehicle in front of you is a large truck. You should drive,"""a: Closely behind the truck in bad weather because the driver can see farther ahead,b: Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot,c: No more than one car length behind the truck,d: None of the above""","""b""","""Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot'. This is emphasized in the 'Blind Spots (The No Zone)' section of The DMV handbook on page 42: 'If you cannot see the truck's side mirrors, the truck driver cannot see you.'"""
7,,,You should not drive,"""a: After you have taken any drink drug or medication which changes how you think or act or causes you to be less careful,b: If you are not alert,c: Both of the above""","""c""","""The DMV handbook states, 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.'  It also mentions, 'You must be alert to quickly decide the correct course of action in any type of traffic situation, including unexpected ones.'"""
7,,,You are driving in the far right lane of a four-lane freeway and notice thick broken white lines on the left side of your lane. You are driving in:,"""a: The carpool lane and must merge into the next lane.,b: A special lane for slow-moving vehicles.,c: An exit lane.""","""c""","""According to page 14, 'Ending freeway and street lanes are usually marked with large broken lines. If you are driving in a lane marked with broken lines, be prepared to exit the freeway or for the lane to end.'"""
7,,,"If there is no crosswalk and you see a pedestrian crossing your lane, you should:","""a: Make sure the pedestrian can see you before proceeding.,b: Cautiously drive around the pedestrian.,c: Stop and let the pedestrian finish crossing.""","""c""","""Pedestrians always have the right-of-way, even in unmarked crosswalks. 'Before entering an intersection, look left, right, and ahead to check for vehicles, bicyclists, and pedestrians. Be prepared to slow down and stop if necessary. Pedestrians always have the right-of-way.'"""
7,,,"A vehicle suddenly cuts in front of you, creating a hazard. What should you do first?","""a: Honk and step on the brake firmly.,b: Take your foot off the gas pedal.,c: Swerve into the lane next to you.""","""b""","""The best initial reaction is to 'Take your foot off the gas pedal.' This creates space between you and the vehicle ahead, allowing you to assess the situation and react appropriately.  The DMV handbook states, 'If a vehicle merges in front of you too closely, take your foot off the accelerator.'"""
7,,,When a bicyclist is making a left turn:,"""a: They may use the left lane.,b: They may cut through all lanes.,c: They may wait on the side of the road.""","""a""","""According to the DMV handbook, 'Bicyclists may… make left and right turns in the same way drivers do, using hand signals and turn lanes.'"""
7,,,In which of the following scenarios should your wheels not be pointed straight ahead?,"""a: When waiting to make a left turn at a traffic light.,b: When parked on a hill or sloping driveway.,c: When parked on the side of a level roadway where there is no curb.""","""b""","""The DMV handbook states on page 27 that when parked on a hill or sloping driveway, your wheels should be turned so the vehicle will not roll into the street. This is to prevent the vehicle from rolling if the brakes fail."""
7,,,If you must park your vehicle in an area not usually used for parking:,"""a: Park with your reverse lights on.,b: Make sure your vehicle is visible to drivers approaching from any direction.,c: Park five feet from the curb.""","""b""","""The DMV handbook states 'If you cannot get completely off the road, stop where people can see you and your vehicle from behind.'  This means your vehicle must be visible from any direction to avoid collisions with other drivers."""
7,,,If weather or light conditions require you to have your lights on while driving:,"""a: Use your parking lights.,b: Use your high beams.,c: Use your low beams.""","""c""","""According to page 11, 'Use your headlights: ...If you need to use your windshield wipers due to fog, rain, or snow, you must turn on your low-beam headlights.'"""
7,,,"When crossing a sidewalk to enter traffic from an alley or driveway, drivers should:","""a: Stop only if pedestrians are on the sidewalk.,b: Stop before driving onto the sidewalk or sidewalk area.,c: Expect pedestrians on the sidewalk to yield the right-of-way.""","""b""","""The DMV handbook states, 'You may drive on or cross a sidewalk to enter or exit a driveway or alley.'  This means drivers should stop before driving onto the sidewalk or sidewalk area."""
7,,,"If you want to enter the freeway but you don't see a gap in traffic, you should:","""a: Maintain your speed and force the other drivers to create a gap.,b: Slow down on the ramp to wait for a gap.,c: Stop at the end of the ramp to wait for a gap.""","""b""","""You should 'Slow down on the ramp to wait for a gap.' as stated on page 23 of the DMV Handbook. It says that when entering a highway, you should 'Be at or near the speed of traffic... Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
7,,,How should bicyclists signal a turn?,"""a: Using their vehicle's signal lights,b: Using hand and arm positions,c: Using their horn""","""b""","""Bicyclists may signal a turn with their arm held straight out, pointing in the direction they plan to turn.  This information is located on page 10 of The DMV handbook."""
7,,,"With a Class C driver's license, a person may drive","""a: a light rail train,b: car or van or pickup truck,c: semi truck""","""b""","""On page 7, The DMV handbook states 'Most people need a noncommercial Class C driver's license.'  On page 1, it states 'For information on vehicles covered by a Class C, visit dmv.ca.gov/dl.'"""
7,,,It is against the law to enter an intersection or crosswalk when,"""a: The light is yellow,b: The light is flashing red,c: You cannot cross without obstructing traffic from either side.""","""c""","""The DMV Handbook states on page 39 that it is against the law to block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
7,,,Coasting with the gear shift in neutral is,"""a: Recommended in the mountains,b: Safe and conserves gas,c: Against the law""","""c""","""Coasting with the gear shift in neutral is against the law. 'Never drive off the paved or main-traveled part of the road to pass.' This is a dangerous practice."""
7,,,"Before stopping your vehicle at a traffic signal or sign, you should:","""a: Press down hard on the accelerator.,b: Check your mirrors for surrounding traffic.,c: Set the parking brake.""","""b""","""Before stopping at a traffic signal or sign, it is crucial to be aware of your surroundings to make safe driving decisions. The DMV handbook states that you should check your mirrors for surrounding traffic before entering an intersection."""
7,,,Pedestrians crossing at corners have the right-of-way:,"""a: Only at controlled intersections.,b: Only when a crosswalk is painted on the street.,c: Whether or not a crosswalk is marked.""","""c""","""Pedestrians have the right-of-way in marked or unmarked crosswalks. 'Pedestrians have the right-of-way in marked or unmarked crosswalks.'"""
7,,,What is a crosswalk?,"""a: Another name for a four-way intersection.,b: An area designated for road construction workers.,c: The area where pedestrians may cross the roadway.""","""c""","""A crosswalk is the part of the road set aside for pedestrians to safely cross the road. They are often marked with white lines. School crossings may have yellow crosswalk lines. Not all crosswalks are marked. Pedestrians have the right-of-way in marked or unmarked crosswalks."""
7,,,Streets and highways are most slippery:,"""a: When it has been raining hard for several hours.,b: When they are clean and dry.,c: Just after it starts to rain.""","""c""","""The DMV Handbook states 'When it starts to rain, the pavement can be very slippery.' This is because oil and dust on the road surface have not been washed away. """
7,,,You should turn on your headlights:,"""a: One half hour after sunset.,b: When stopped at a railroad crossing.,c: When parked at a school.""","""a""","""The DMV Handbook states, 'Use your headlights: Beginning 30 minutes after sunset. Until 30 minutes before sunrise.'"""
7,,,A pentagon-shaped sign is a:,"""a: Stop sign.,b: Regulatory sign.,c: School zone or school crossing sign.""","""c""","""The DMV handbook states that a 5-sided sign indicates a school zone or school crossing."""
7,,,"When making a right turn from a highway with two lanes traveling in your direction, you may turn from:","""a: The lane closest to the center of the road.,b: The lane nearest the curb or edge of the roadway.,c: Either lane""","""b""","""According to the DMV handbook, when making a right turn from a highway with two lanes traveling in your direction, you may turn from 'the lane nearest the curb or edge of the roadway'."""
