section-num,section-name,question,options,correct-answer,note,difficulty,handbook-page,handbook-section
2,"Signals, Signs, and Markers",When may you cross double solid yellow lines?,"a: To pass a slow truck.,b: To turn into a driveway.,c: To pass another car.",b,"Double solid yellow lines separate traffic moving in opposite directions and generally may not be crossed to pass. You may only cross them to make a left turn into or out of a driveway or side road, to enter or exit a highway, or to make a permitted U-turn when it is safe.",,34,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What does a stop sign indicate?,"a: Slow down and prepare to stop if vehicles approach.,b: Come to a complete stop and proceed when safe.,c: Image of a stop sign.",b,"A stop sign means you must come to a complete stop before the crosswalk or stop line, check for traffic and pedestrians, yield the right‑of‑way as required, and then proceed only when the intersection is clear and it is safe to go.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",When can you proceed through an intersection with a stop sign but no stop line or crosswalk?,"a: After slowing to check for traffic.,b: After stopping and verifying safety.,c: After stopping 20 feet before the intersection.",b,"At a stop sign with no stop line or crosswalk, you must come to a complete stop before entering the intersection, usually at the point nearest the intersecting roadway where you have a clear view of approaching traffic. After stopping and confirming it is safe, you may proceed.",,31,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",You must stop at an intersection for a:,"a: Flashing red light, b: Steady yellow light, c: Yellow arrow",a,"A flashing red light means you must come to a complete stop, just as you would at a stop sign. After stopping, proceed only when it is safe and the way is clear. A steady yellow or yellow arrow is a warning that the signal is about to turn red; you should prepare to stop if you can do so safely.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What should you do at an intersection with a flashing red light?,"a: Stop and proceed when safe.,b: Stop only if other cars approach.,c: Stop only if cars are in the intersection.",a,"A flashing red light is treated the same as a stop sign. You must come to a complete stop, look for cross traffic and pedestrians, yield the right-of-way as needed, and then proceed only when the intersection is clear and it is safe to go.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What should you do at an intersection with a solid yellow light?,"a: Proceed through the intersection without slowing.,b: Stop immediately, even if you must brake hard.,c: Stop before the intersection if you can do so safely; if you cannot stop safely, proceed with caution.",c,"A steady yellow light warns that the signal is about to turn red. You must stop before entering the intersection if you can do so safely. If you are too close to the intersection to stop safely when the light turns yellow, continue through with caution rather than braking hard and risking a rear‑end collision.",difficult,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",Double solid yellow lines in the middle of a road indicate:,"a: Railroad crossing ahead, b: Pedestrian crossing ahead, c: No passing from either direction (except for permitted left turns across the lines when safe)",c,"Double solid yellow lines mean vehicles in both directions are prohibited from crossing the lines to pass. You may cross them only to turn left into or out of a driveway or side road, or when directed by traffic control, but not to pass moving vehicles.",difficult,34,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A solid white line in the center of a two-lane road indicates:,"a: Traffic moves in opposite directions and passing is prohibited, b: Traffic moves in opposite directions and passing is allowed if safe, c: Traffic moves in the same direction and passing is prohibited",c,"A solid white line is used to separate lanes of traffic moving in the same direction and generally discourages or prohibits lane changes where it is painted. Center lines between traffic moving in opposite directions are yellow, not white.",,34,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What should you do at a steady green traffic light?,"a: Proceed unless vehicles or pedestrians are in the intersection.,b: Stop if a police officer is nearby.,c: Treat it as a four-way stop.",a,"A steady green light means you may go straight or turn if it is safe, but you must yield to any vehicles or pedestrians already in the intersection and to oncoming traffic when turning left.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",Diagonal stripes sloping downward to the right on a barricade mean:,"a: Stop, b: Bear to the right, c: Bear to the left",b,"On barricades and object markers, the diagonal stripes show which side you should pass on. If the stripes slope downward to the right, you must pass to the right of the barricade; if they slope downward to the left, you pass to the left.",,36,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",Where should you stop at a stop line?,"a: Before the stop line.,b: On the stop line.,c: Past the stop line.",a,You must stop before the stop line so that your vehicle does not enter the crosswalk or intersection. The stop line marks where you must stop to keep pedestrians safe and to maintain a clear view of cross traffic and signals.,,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What does a single dashed yellow line between lanes mean?,"a: Passing is allowed if safe.,b: Both lanes move in the same direction.,c: Passing is prohibited.",a,"A single dashed yellow line between lanes means traffic moves in opposite directions and passing is allowed when it can be done safely. You may cross the line to pass, but only when you have enough clear distance and will not interfere with oncoming traffic.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A solid yellow line on your side of the centerline means:,"a: Reduce speed, b: Pass with caution, c: Do not pass",c,"A solid yellow line on your side of the centerline means you may not pass other vehicles. It marks a no‑passing zone because sight distance or other conditions make passing unsafe, so you must stay in your lane until the line pattern changes and it is safe and legal to pass.",,31,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",When must you stop at a railroad crossing?,"a: If a stop sign is posted., b: If a gate is lowered., c: If crossing lights are flashing., d: All of the above.",d,"You must stop at a railroad crossing any time warning devices indicate a train is coming or when signs or officials require it. This includes when red lights are flashing, when the gate is lowered or is being lowered, when a stop sign is posted, when a flagger signals you to stop, or when you can see or hear an approaching train.",,26,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",If traffic signals fail due to a power outage:,"a: Park off the road and wait, b: Use hand signals, c: Turn on hazard lights and proceed, d: Treat the intersection as a four-way stop and proceed when safe",d,"When a traffic signal is not working because of a power outage, you must treat the intersection as a four‑way stop. Come to a complete stop, then proceed in turn, yielding to any vehicles already in the intersection and to pedestrians. You do not park and wait, and you do not simply turn on hazard lights and go through.",difficult,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What should you do at a railroad crossing with flashing signals?,"a: Stop and look for a train.,b: Slow down and look for a train.,c: Look for a train and speed up.",a,"Flashing signals at a railroad crossing mean a train is approaching. You must stop before the tracks, typically no closer than 15 feet from the nearest rail, look and listen for trains in both directions, and remain stopped until the signals stop and it is clearly safe to proceed.",difficult,33,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What does a steady green arrow at a traffic signal mean?,"a: Merge into the arrow’s lane.,b: Slow to a stop if safe.,c: Turn in the arrow’s direction after yielding.",c,"A steady green arrow means you have a protected turn in the direction of the arrow. You may proceed to turn, but you must still yield to any vehicles or pedestrians already in the intersection. Use the arrow as your signal that cross traffic is stopped by a red light, but always check the intersection before completing the turn.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",When must you stop at an intersection?,"a: At a flashing red light.,b: At a steady yellow light.,c: At a yellow arrow.",a,"A flashing red light means you must come to a complete stop, just as you would at a stop sign. After stopping, proceed only when the intersection is clear and it is safe to go. A steady yellow or yellow arrow is a warning that the light is about to change and you should prepare to stop if you can do so safely.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What do large flashing arrow signs indicate?,"a: Drivers should merge into the lane the arrow points to.,b: There is something to observe in the arrow's direction.,c: Drivers can remain in their current lane.",a,Large flashing or sequential arrow panels in work zones warn that a lane is closed ahead and direct drivers to move safely into the lane indicated by the arrow. You should slow down and merge into the lane the arrow points to.,,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers","Coming to a full stop at an intersection, yielding to traffic/pedestrians, and proceeding when clear corresponds to:","a: A flashing red light, b: A flashing yellow light, c: A solid green light",a,"A flashing red light means you must come to a complete stop, just as you would at a stop sign. You must then yield to any traffic and pedestrians in or approaching the intersection and proceed only when it is safe. A solid red light requires a stop but does not flash; a flashing yellow means slow down and proceed with caution without stopping if the way is clear.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A yellow and black diamond-shaped sign:,"a: Warns of road conditions or hazards, b: Guides to nearby cities and towns, c: Indicates traffic laws",a,"Yellow and black diamond-shaped signs are warning signs. They alert you to upcoming road conditions or hazards such as curves, intersections, animal crossings, or changes in road surface so you can slow down and drive with extra caution.",,26,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",When can you drive across a dashed white line?,"a: At any time.,b: Only during daylight.,c: When safe to change lanes.",c,"A dashed white line separates lanes of traffic moving in the same direction. You may cross it when you are changing lanes or passing, but only after checking mirrors and blind spots and ensuring there is enough space to move safely without interfering with other traffic.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A double solid yellow line in the center of a two-lane road means:,"a: Traffic moves in opposite directions and passing is prohibited, b: Traffic moves in opposite directions and passing is allowed if safe, c: Traffic moves in the same direction and passing is prohibited",a,"A double solid yellow line means traffic is moving in opposite directions and neither side may cross the lines to pass. You may only cross to turn left into or out of a driveway or side road where it is specifically allowed, but not to overtake another vehicle.",,34,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers","At a railroad crossing with a crossbuck but no gates or lights, you should:","a: Cross cautiously only when no train is coming, b: Turn down your radio to listen for a train, c: Proceed only when cleared by a flagger, d: All of the above",a,"A crossbuck marks a railroad crossing. At a crossing without gates or lights, you must slow down, look and listen for trains, and only cross when you are sure no train is coming and there is enough space to clear the tracks. Turning down the radio and obeying a flagger are good practices when needed, but the key legal requirement is to yield to any train and cross only when it is clearly safe.",difficult,32,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A flashing yellow light at an intersection indicates:,"a: Slow down and proceed cautiously, b: Continue through normally, c: Stop and wait for a green light",a,"A flashing yellow light means proceed with caution. Slow down, look for cross traffic, pedestrians, or other hazards, and continue through the intersection only when it is safe.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",Guide signs are ____ signs providing directional and mileage information.,"a: Yellow, b: Red, c: Green",c,"Guide signs are green signs that give you directions, route information, and distances to cities, exits, and points of interest. Their purpose is to help you navigate and plan lane changes or turns in advance while driving.",,32,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A yellow light flashing on and off means:,"a: Slow down, check for traffic, and proceed with caution, b: Stop and wait for a green light, c: Speed up to clear the intersection",a,"A flashing yellow light indicates caution, requiring drivers to slow down, check for traffic, and proceed when safe.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A red traffic signal requires you to:,"a: Stop at the stop line, b: Stop before entering a crosswalk, c: Stop before entering the intersection, d: All of the above",d,"A steady red light means you must come to a complete stop before entering the intersection. If there is a stop line, stop there; if not, stop before the crosswalk; if neither is present, stop before entering the intersection. This ensures you do not block pedestrians or cross traffic.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What must you do at an intersection with a flashing red light?,"a: Stop completely, yield to traffic and pedestrians, and proceed when clear.,b: Turn right or left only if directed by signs or markings.,c: Stop and remain stopped until the light stops flashing.",a,"A flashing red light means you must come to a complete stop, just as you would at a stop sign. After stopping, yield to any traffic or pedestrians in or approaching the intersection, and proceed only when it is safe and clear.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",Can you drive around railroad crossing gates?,"a: After the train passes., b: Never., c: When lights stop flashing.",b,"Never drive around or under lowered railroad crossing gates. Stay stopped until the lights stop flashing and the gates are fully raised, then look and listen for any additional trains before crossing.",,32,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers","At a railroad crossing with flashing signals, you should:","a: Stop and proceed only after the lights stop and you are sure no train is coming., b: Slow down and look for a train, c: Look for a train and speed up",a,Flashing lights at a railroad crossing mean a train is approaching. You must come to a complete stop before the tracks and remain stopped until the lights stop flashing and you are sure no train is coming. Never try to beat the train or go around lowered gates.,,32,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What does a railroad crossing sign indicate?,"a: A train station is ahead.,b: Signal before proceeding.,c: Slow down and yield to trains.",c,"A railroad crossing sign warns that train tracks are ahead. You must slow down, look and listen for trains, and be prepared to stop. Always yield the right-of-way to any approaching train, as trains cannot stop quickly.",difficult,32,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",What does a steady yellow X lane control signal above a reversible lane mean?,"a: The signal will soon change to a red X.,b: The signal will soon change to a green arrow.,c: Drivers can continue in this lane.",a,"A steady yellow X over a reversible lane means the lane is about to close to traffic in your direction. You should safely move out of that lane because the signal will soon change to a red X, which means you may not drive in that lane.",,25,"Chapter 5: Signals, Signs, and Markers"
2,"Signals, Signs, and Markers",A traffic light showing a green arrow with a red light means:,"a: Drive straight ahead only, b: Drive only in the direction of the green arrow, c: Wait for a solid green light to proceed",b,"A green arrow means you have a protected turn in the direction of the arrow, even if the main signal is red. You may proceed only in the direction of the arrow and must still yield to pedestrians and any vehicles already in the intersection.",,25,"Chapter 5: Signals, Signs, and Markers"
3,"Signaling, Passing, and Turning",What should you do when moving from the left lane to the right on a multilane highway?,"a: Check rearview mirror before changing lanes.,b: Look over your right shoulder for blind spots after signaling and checking mirrors.,c: Check side mirror and signal.",b,"Before moving from the left lane to the right, signal, check your mirrors, and then look over your right shoulder to check your blind spot. Turning your head lets you see areas your mirrors cannot, helping you avoid vehicles that may be hidden beside you.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","Before changing lanes on a multilane highway, you should:","a: Sound your horn, b: Turn on your headlights, c: Check your mirrors and blind spots",c,"Before changing lanes, always check your mirrors to see traffic behind and beside you, then quickly check your blind spots by looking over your shoulder. This helps you see vehicles that are not visible in your mirrors and prevents sideswipe collisions.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You should always signal when:,"a: Changing lanes, b: Pulling into or out of a parking space, c: Entering traffic from an alley or parking area, d: All of the above",d,"You must signal any time you change direction or move your vehicle laterally, including changing lanes, pulling into or out of a parking space, and entering traffic from an alley or parking area. Signaling clearly tells other road users what you intend to do and helps prevent collisions.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",Do not pass:,"a: On hills or curves, b: When school bus lights are flashing, c: Near intersections, d: All of the above",d,"Passing is unsafe and often illegal when you cannot clearly see oncoming traffic, such as on hills or curves; when a school bus has flashing red lights and an extended stop arm, because children may be crossing; and near or within intersections, where vehicles, pedestrians, and turning traffic create additional hazards. In these situations, you must not pass.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You may pass another vehicle:,"a: In a curve or on a hill, b: Using the shoulder, c: If your lane is next to a broken yellow line and the passing lane is clear",c,"You may pass another vehicle only when it is legal and safe. A solid yellow line on your side of the road means passing is prohibited, even if the lane next to you has a broken line. Never pass on hills, curves, or using the shoulder, because your view and space are limited and you may not see oncoming traffic in time.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",How far in advance should you signal a turn?,"a: 100 feet.,b: 50 feet.,c: 20 feet.",a,"You should signal at least 100 feet before turning so other drivers, cyclists, and pedestrians have enough time to see your signal and react safely.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When may you pass another vehicle?,"a: In a curve or on a hill., b: On the shoulder., c: If your lane is next to a broken yellow line.",c,"You may only pass when there is a broken (dashed) line on your side of the center and it is safe to do so. You must not pass on hills or curves where you cannot see far enough ahead, you must not pass on the shoulder, and you must not cross a solid yellow line on your side of the road.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You should signal to turn ____ before beginning the turn.,"a: 100 feet, b: 50 feet, c: 20 feet",a,"You should signal at least 100 feet before turning so other road users have enough time to see your signal and react. At higher speeds, signal even earlier to give extra warning.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",Drivers may not pass from either side of a ____ centerline.,"a: Mixed solid and broken yellow, b: Single broken yellow, c: Double solid yellow",c,"A double solid yellow centerline means vehicles in both directions are prohibited from crossing the line to pass. This marking is used where sight distance is limited or passing would be especially dangerous. A single broken yellow line allows passing when it is safe, and a mixed solid and broken yellow line allows passing only for traffic on the side with the broken line.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What should you do when changing lanes on a highway?,"a: Signal your intent only.,b: Check your mirrors only.,c: Signal, check your mirrors, and glance over your shoulder to check blind spots.",c,"A safe lane change on a highway requires all three actions together: signal well in advance to communicate your intention, check your mirrors to see traffic behind and beside you, and quickly glance over your shoulder to check your blind spot. Relying on only one of these steps is unsafe because vehicles can be hidden in areas your mirrors do not show.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When waiting to turn left at a multilane intersection with blocked visibility, you should:","a: Accelerate when the first lane is clear, b: Wait until all lanes are clear, c: Proceed if an oncoming driver waves you through",b,"At a multilane intersection with limited visibility, you must wait until all lanes you need to cross or enter are clear before turning left. Never rely on another driver waving you through, and do not move just because one lane is open if others may still have oncoming traffic.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When using a hand signal for a turn, stop signaling:","a: Mid-turn, b: After completing the turn, c: Just before the turn",c,"Hand signals are used when your turn signals don’t work or are hard to see. You signal well before the turn so others know your intention, then stop signaling just before you turn so you can keep both hands on the wheel and maintain full control through the turn.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When may you pass a vehicle on the right shoulder?,"a: Never on the shoulder; you may not use the shoulder as a travel lane to pass.,b: When the vehicle ahead is too slow.,c: When the vehicle ahead is turning.",a,"You must not drive onto or use the shoulder to pass another vehicle. The shoulder is not a travel lane and is meant for emergencies or breakdowns, not passing. Passing on the right is only allowed when it can be done safely within a proper lane, never by driving off the roadway or onto the shoulder.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","You cannot safely pass on a two-way, two-lane street unless:","a: The road ahead is clearly visible, b: You can return to your lane before oncoming traffic, c: Your vehicle can achieve the necessary speed, d: All of the above",d,"Passing on a two-way, two-lane road is only safe when you can clearly see far enough ahead, your vehicle can accelerate and pass without lingering in the oncoming lane, and you can return to your lane before any oncoming traffic reaches you. All of these conditions must be met before you begin to pass.",difficult,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When should you stop using a hand signal for a turn?,"a: During the turn.,b: After the turn.,c: Just before the turn.",c,"When using hand and arm signals, you should signal for at least the last 100 feet before turning, then return your hand to the steering wheel as you begin and complete the turn so you can keep proper control of the vehicle.",,40,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","To turn left at an intersection with a green light but heavy oncoming traffic, you should:","a: Use the next intersection.,b: Wait at the crosswalk.,c: Wait in the intersection.",c,"With a green light and heavy oncoming traffic, you should pull into the intersection when it is legal to do so, keep your wheels straight, and wait there until there is a safe gap to turn left. When the light turns yellow or red, you must clear the intersection by completing your turn if it is safe. Simply skipping the intersection is not the standard or required action.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When can you not pass safely on a two-way, two-lane road?","a: When you cannot clearly see enough clear road ahead.,b: When you cannot return to your lane before meeting oncoming traffic.,c: When your vehicle cannot reach the needed speed to pass safely.",c,"You may only pass on a two-way, two-lane road when all safety conditions are met: you can clearly see enough clear road ahead, you can complete the pass and return to your lane before meeting oncoming traffic, and your vehicle can accelerate fast enough to pass without forcing others to slow or swerve. If your vehicle cannot reach the needed speed, it is not safe to pass.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",How should you pass another vehicle on a two-lane road?,"a: Return to your lane when there’s enough space.,b: Stay in the left lane if turning left.,c: Return to the right side immediately.",a,"On a two-lane road, pass only when it is legal and safe, then return to your lane after you can see enough clear space between you and the vehicle you passed. Do not cut back in too soon, and do not remain in the oncoming lane longer than necessary.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What must you do when turning or changing lanes?,"a: Always signal, even with no traffic.,b: Signal only if traffic is visible.,c: Signal only at night.",a,"You must always signal before turning or changing lanes, even if you think no one else is around. Signaling lets other drivers, cyclists, and pedestrians know what you plan to do so they can react safely and avoid collisions.",difficult,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You may not cross a single broken white or yellow line:,"a: If it interferes with traffic, b: When turning left into a driveway, c: If the car ahead is disabled",a,"A single broken white or yellow line means you may cross it to change lanes or pass, but only when it is safe and will not interfere with other traffic. You must not move into another lane or across the line if doing so forces other drivers to slow or swerve suddenly.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You may pass another vehicle if the dividing line is:,"a: A broken white line, b: Double solid yellow, c: Solid yellow",a,A broken white line separates lanes of traffic moving in the same direction and allows lane changes and passing when it is safe. Solid yellow lines and double solid yellow lines generally mean you may not pass because they separate traffic moving in opposite directions and mark no-passing zones.,,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When a road has a solid yellow line and a broken yellow line, with the broken line next to your lane, you may pass:","a: Only in an emergency, b: If on an expressway, c: If traffic is clear",c,"A solid yellow line with a broken yellow line means passing is allowed only on the side with the broken line. If the broken line is next to your lane, you may pass when there is no oncoming traffic and you can complete the pass safely.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",You may cross double solid yellow lines:,"a: To pass a slow truck, b: To turn into a driveway, c: To pass another car",b,"Double solid yellow lines mean you may not cross them to pass another vehicle. However, you are allowed to cross them to make a left turn into or out of a driveway, side road, or alley, or to make a legal U-turn where permitted. Passing across double solid yellow lines is unsafe and illegal in standard U.S. rules.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When changing lanes, it’s important to:","a: Signal your intentions, b: Check your blind spot, c: Ensure the lane is clear, d: All of the above",d,"Before changing lanes, always signal to let others know your intentions, check your mirrors and blind spot to see vehicles you cannot see directly in the mirrors, and make sure the lane is clear and there is enough space to move safely.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What should you do when passing on a multilane highway?,"a: Ensure the passing lane is clear.,b: Pass only on the right.,c: Watch for oncoming traffic in the opposite direction.",a,"On a multilane highway, you normally pass on the left and must first make sure the lane you will move into is clear, then signal and change lanes smoothly. You do not watch for oncoming traffic in the opposite direction because traffic in your direction is separated by lanes or a median.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","When turning or changing lanes, you must:","a: Always signal, even with no visible traffic, b: Signal only if traffic is visible, c: Signal only at night",a,"You must always signal before turning or changing lanes, even if you do not see other vehicles, pedestrians, or cyclists. Signaling clearly and early lets others anticipate your movement and reduces the chance of collisions.",difficult,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","How close may you not pass within to a bridge, viaduct, or tunnel?","a: 200 feet.,b: 100 feet.,c: 500 feet.",b,"Passing is prohibited within 100 feet of a bridge, viaduct, or tunnel when your view is obstructed, because you may not be able to see oncoming traffic in time to avoid a collision. This distance helps ensure you have enough clear sight and space to pass safely and legally.",difficult,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What should you avoid when changing lanes?,"a: Changing lanes without checking mirrors and blind spots., b: Changing lanes without signaling your intent., c: Changing lanes without checking for other drivers moving into the same lane., d: All of the above.",d,"A safe lane change requires checking mirrors, signaling, and checking blind spots and surrounding traffic, including other vehicles that may also be moving into the same lane. What you must avoid is changing lanes without these checks or signals, because that greatly increases the risk of a collision with a vehicle you did not see.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","While waiting to turn left at an intersection, you should:","a: Signal and keep wheels turned left, b: Signal and keep wheels straight, c: Flash headlights to clear traffic",b,"When waiting to turn left, signal your turn and keep your wheels straight. If another vehicle hits you from behind, straight wheels help prevent your car from being pushed into oncoming traffic.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When may you pass with a solid and broken yellow line if the broken line is on your side?,"a: Only in an emergency.,b: On an expressway.,c: If traffic is clear.",c,"A solid and broken yellow line together means passing is allowed only on the side with the broken line. If the broken line is on your side, you may pass when traffic is clear and it is safe, and you can complete the pass without interfering with oncoming vehicles.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning","On a multilane road with opposing traffic, the shared center lane is for:","a: Passing another vehicle, b: Slowing or stopping before a left turn, c: Through-traffic when moving slowly",b,"On roads with a shared center left‑turn lane, that lane is used only for vehicles preparing to turn left (or for permitted U‑turns), not for passing or for driving straight ahead. You may briefly enter it to slow or stop while waiting for a safe gap to turn.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What should you do when passing other vehicles?,"a: Check mirrors and blind spots.,b: Honk three times.,c: Re-enter within 10 feet of the passed vehicle.",a,"Before passing, you must check your mirrors and blind spots, signal, move into the passing lane, and pass safely at a legal speed. Return to your lane only when you can see the entire front of the passed vehicle in your rearview mirror and there is enough space. Honking repeatedly or cutting back in too close is unsafe and not required.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",How can you check your blind spots when changing lanes?,"a: Use the inside rearview mirror.,b: Use the outside rearview mirror.,c: Use both rearview mirrors.,d: Turn your head and quickly glance over your shoulder in the direction you want to move.",d,"Mirrors alone cannot show you everything around your vehicle. Each vehicle has blind spots—areas to the sides and slightly behind you that do not appear in either the inside or outside mirrors. To safely change lanes, you must first check your mirrors, then quickly turn your head and glance over your shoulder in the direction you plan to move to be sure no vehicle is in your blind spot.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What must you do before changing lanes?,"a: Signal your intent early.,b: Check your blind spot.,c: Ensure the lane is clear.,d: All of the above.",d,"Before changing lanes, you must signal in advance, check your mirrors, and look over your shoulder to check your blind spot, then move only when the lane is clear. All three actions are required for a safe lane change, not just ensuring the lane is clear.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When should you return to your lane after passing?,"a: When you can see the front of the passed vehicle in your rearview mirror.,b: When the other driver signals you.,c: When directly next to the passed vehicle.",a,"After passing, do not return to your lane just when you ""feel"" far enough ahead or when you are still next to the other vehicle. Stay in the passing lane until you can see the entire front of the vehicle you passed in your inside rearview mirror, then signal and move back when it is safe.",,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",When may you not cross a single broken white or yellow line?,"a: If it interferes with traffic.,b: When turning left into a driveway.,c: When the car ahead is disabled.",a,"A single broken white or yellow line means you may cross it to pass or turn when it is safe and legal. You must not cross if doing so would interfere with oncoming or adjacent traffic—for example, if you would force other drivers to slow or swerve.",,38,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",What type of line allows passing another vehicle?,"a: Broken white.,b: Double solid yellow.,c: Solid yellow.",a,Broken white lines separate lanes of traffic moving in the same direction and allow lane changes and passing when it is safe. Solid yellow or double solid yellow lines generally mean no passing across them.,,39,"Chapter 6: Signaling, Passing, and Turning"
3,"Signaling, Passing, and Turning",Which statement about passing is true?,"a: Signal 100 feet before passing, b: Check mirrors and left shoulder blind spot, c: Wait to see both headlights of the passed vehicle before returning, d: All of the above",d,"Safe passing involves several coordinated steps: signal well in advance (at least 100 feet before changing lanes in most areas), check your mirrors and your blind spot over the left shoulder to be sure the lane is clear, pass promptly without speeding excessively, and do not move back into your original lane until you can see both headlights of the vehicle you passed in your rearview mirror.",difficult,39,"Chapter 6: Signaling, Passing, and Turning"
