section-num,section-name,question,options,correct-answer,note
4,Emergencies,"If involved in an accident, you should:","a: Not walk in traffic lanes.,b: Stop at or near the scene.,c: Turn off wrecked vehicles’ ignitions.",b,"Stop at or near the accident scene, move your vehicle out of traffic if possible, avoid standing in traffic lanes, and turn off ignitions of wrecked vehicles."
4,Emergencies,"How soon must you report an accident causing injury, death, or $1,000+ in damage?","a: Within five days.,b: Within four days.,c: Within two days.",b,"If an accident causes injury, death, or $1,000+ in property damage and no police report is filed, submit a Collision Report form within four days."
4,Emergencies,What should you do if a tire blows out while driving?,"a: Maintain speed and steer straight.,b: Brake hard immediately.,c: Gradually slow by easing off the gas and steer straight.",c,"If a tire blows out, hold the steering wheel tightly, ease off the gas, avoid braking until under control, then brake gently and pull off the road."
3,In Shape to Drive,What helps someone overcome the effects of alcohol?,"a: Hot coffee.,b: Time.,c: Tomato juice and lime.",b,Only time allows the body to eliminate alcohol and its effects.
4,Emergencies,What should you do at a railroad crossing with two tracks?,"a: Proceed after one train passes.,b: Always stop before crossing.,c: Check for another train before proceeding.",c,"After one train passes at a crossing with two tracks, ensure no other train is approaching on either track before crossing."
4,Emergencies,What should you do if traffic signals fail due to a power outage?,"a: Use hand signals to communicate.,b: Park off the road and wait.,c: Treat the intersection as a four-way stop.",c,"Treat a non-functioning traffic light as a four-way stop, yielding to other drivers and proceeding cautiously when it’s your turn."
1,Rules of the Road,Who has the right-of-way at a four-way stop if two drivers arrive simultaneously?,"a: The driver on the left.,b: The driver on the right.,c: Neither driver needs to stop.",b,"At a four-way stop, if two vehicles arrive at the same time, the driver on the right has the right-of-way."
1,Rules of the Road,"If two vehicles reach a four-way stop simultaneously, what should happen?","a: The vehicle on the right yields to the left.,b: Drivers use hand motions to communicate.,c: The vehicle on the left yields to the right.",c,"At a four-way stop, the vehicle on the left must yield to the vehicle on the right if they arrive simultaneously."
3,In Shape to Drive,Is driving under the influence of legally used marijuana legal?,"a: Legal but not advised.,b: Illegal.,c: Legal.",b,"Driving under the influence of marijuana, even if legally used, is illegal due to its impact on perception, time, and speed judgment."
3,In Shape to Drive,"How should a driver handle being worried, nervous, or angry?","a: Drive faster to stay alert.,b: Focus on driving before starting.,c: Drive as usual.",b,Emotions like worry or anger can distract from driving. Take time to calm down and focus before starting the engine.
2,Safe Driving Tips,"If driving a slow-moving vehicle in a no-passing zone with traffic behind, you should:","a: Pull over if five or more vehicles are behind you.,b: Pull over if one vehicle is behind you.,c: Pull over if two or more vehicles are behind you.",a,"On a two-lane road in a no-passing zone, pull over to let five or more vehicles pass if it’s safe to do so."
2,Safe Driving Tips,What should you do if driving in another driver’s blind spot?,"a: Stay in the blind spot.,b: Keep a steady pace.,c: Move forward or drop back to be visible.",c,Avoid driving in another vehicle’s blind spot by moving forward or dropping back to ensure the other driver can see you.
2,Safe Driving Tips,"When driving near a motorcycle, you must:","a: Allow the motorcycle a full lane.,b: Drive on the shoulder beside it.,c: Allow the motorcycle half a lane.",a,"Motorcycles are entitled to a full lane, just like other vehicles, to maneuver safely."
4,Emergencies,What must you do if an emergency vehicle approaches on a one-way street?,"a: Speed up to take the nearest exit.,b: Drive with flashers on.,c: Pull over and stop.",c,"On a one-way street, pull over and stop for an emergency vehicle using lights or sirens."
4,Emergencies,"If you miss your exit on the interstate, you should:","a: Cut across traffic to make the exit.,b: Make a U-turn to go back.,c: Proceed to the next exit.",c,"If you miss your exit, continue to the next exit to turn around safely, avoiding illegal and dangerous maneuvers."
4,Emergencies,"If followed by a fire engine without emergency signals on a two-lane street, you should:","a: Stop quickly.,b: Speed up to clear the way.,c: Continue driving normally.",c,"If an emergency vehicle like a fire engine isn’t using sirens or lights, continue driving normally without taking special action."
2,Safe Driving Tips,"To prevent drowsiness on long trips, you should:","a: Slow down.,b: Stop regularly for rest.,c: Turn on the radio.",b,"Schedule regular rest stops on long trips to prevent drowsiness, even if you don’t feel tired."
2,Safe Driving Tips,How should you drive on slippery roads?,"a: Drive the speed limit cautiously.,b: Drive faster.,c: Slow down.",c,"Slow down on slippery roads caused by rain, snow, or sleet to maintain safety, even below the posted speed limit."
1,Rules of the Road,What do pennant-shaped signs indicate?,"a: Speed limits.,b: No passing zones.,c: School zones.",b,"Pennant-shaped signs typically mark no-passing zones, with text confirming the restriction."
1,Rules of the Road,What do pentagonal signs signify?,"a: Speed limits.,b: No passing zones.,c: School zones.",c,"Pentagonal signs indicate school zones, requiring extra caution for children and pedestrians."
2,Safe Driving Tips,Why are railroad crossings considered dangerous?,"a: They’re safe to cross as trains are unlikely.,b: They’re always hazardous.,c: They’re safe parking spots.",b,"Railroad crossings are inherently dangerous. Always check for approaching trains, follow signs, signals, or flaggers, and proceed only when safe."
1,Rules of the Road,"What color are regulatory signs, and must they be obeyed?","a: Green, optional.,b: White, mandatory.,c: Blue, optional.",b,"Regulatory signs, usually white with black markings, must always be obeyed as they regulate traffic movement."
1,Rules of the Road,What do regulatory signs indicate?,"a: Present dangers in all locations.,b: What drivers must or must not do.,c: Diamond-shaped warnings.",b,"Regulatory signs, typically rectangular and white, specify actions drivers must or must not take, such as speed limits or no passing."
2,Safe Driving Tips,How can road rage and aggressive driving be reduced?,"a: Use proper turn signals.,b: Allow extra travel time.,c: Obey speed limits.",b,"To reduce road rage, use turn signals, obey speed limits, and allow extra travel time to stay calm and avoid conflicts."
2,Safe Driving Tips,When do roads become very slippery?,"a: After an hour of rain.,b: The day after rain.,c: In the first 10–15 minutes of a rainstorm.",c,"Roads are most slippery in the first 10–15 minutes of a rainstorm, as oil rises to the surface, especially in hot weather."
1,Rules of the Road,What do round signs indicate?,"a: School zones.,b: No passing zones.,c: Railroad crossings.",c,"Round signs warn of upcoming railroad crossings, requiring extra caution."
1,Rules of the Road,Who benefits most from wearing seat belts?,"a: Drivers only.,b: Passengers on long drives.,c: All vehicle occupants.",c,"All occupants should wear seat belts, as they prevent becoming a hazard in a crash."
2,Safe Driving Tips,Why is signaling your intentions important?,"a: Only necessary during the maneuver.,b: Required by law and a good habit.,c: Only needed if other traffic is present.",b,"Signal at least 100 feet before turning, changing lanes, or pulling from a curb, as required by law and to promote safe driving."
1,Rules of the Road,What color are signs in highway work zones?,"a: School zone signs.,b: Orange.,c: Regulatory signs.",b,"Orange, diamond-shaped signs with black letters or symbols warn of highway work zones where workers are present."
1,Rules of the Road,Where are stop lines located?,"a: At intersections and crosswalks.,b: Next to churches and schools.,c: In curves and on hills.",a,"Stop lines, solid white lines, are painted at intersections and crosswalks to indicate where drivers must stop."
2,Safe Driving Tips,Is texting while driving legal in Washington State?,"a: Legal but not recommended.,b: A safe activity.,c: Illegal.",c,"Texting while driving is illegal in Washington State, as it’s a dangerous distraction that can lead to a citation."
2,Safe Driving Tips,What is checking your blind spot before changing lanes or merging?,"a: A bad driving habit.,b: Unnecessary.,c: A good driving habit.",c,"Checking your blind spot by looking over your shoulder before changing lanes, merging, or pulling from a curb is a critical safety habit."
2,Safe Driving Tips,What determines the space needed to cross traffic?,"a: Use of turn signals.,b: Road, weather, and oncoming traffic conditions.,c: Presence of a stop sign.",b,"The space needed to cross traffic depends on road conditions, weather, and oncoming traffic."
2,Safe Driving Tips,How should you handle a tailgater?,"a: Slam on your brakes.,b: Speed up to create distance.,c: Slow down or change lanes to let them pass.",c,"If tailgated, slow down or change lanes to encourage the tailgater to pass, reducing the risk of a rear-end collision."
5,Vehicle Licensing,How soon must a vehicle buyer transfer ownership and registration?,"a: By year-end.,b: Within 15 days of purchase.,c: Before the license plate expires.",b,"Vehicle buyers must transfer ownership within 15 days to avoid penalties, unless handled by a dealer."
4,Emergencies,What should you do if your brakes fail?,"a: Flash your lights.,b: Shift to neutral.,c: Pump the brake pedal to build pressure.",c,"Pump the brake pedal several times to build pressure if brakes fail, attempting to restore braking ability."
4,Emergencies,"If your vehicle skids, how should you steer?","a: In the opposite direction of the skid.,b: To keep the front wheels straight.,c: In the direction you want to go.",c,"Steer in the direction you want the vehicle to go during a skid, then counter-steer as the vehicle straightens."
4,Emergencies,What should you use if your turn signals fail?,"a: Headlights.,b: Hand signals.,c: Your horn.",b,Use hand signals to indicate turns or lane changes if your turn signals are not working.
4,Emergencies,"If your wheels drop off the pavement onto the shoulder, you should:","a: Brake hard and turn sharply back.,b: Stop on the road’s edge.,c: Slow down and carefully return to the pavement.",c,Reduce speed without braking and carefully steer back onto the pavement if your wheels drop onto the shoulder.
3,In Shape to Drive,What is the legal BAC limit for drivers over 21 in Washington State?,"a: 0.04 percent or higher.,b: 0.08 percent or higher.,c: 0.01 percent or higher.",b,Drivers over 21 can be arrested for a BAC of 0.08 percent or higher; those under 21 face a limit of 0.02 percent.
3,In Shape to Drive,How does alcohol affect driving ability?,"a: Slows reaction time.,b: Impairs thinking ability.,c: Creates false confidence.",a,"Alcohol impairs judgment, reaction time, coordination, and balance, causing false confidence and reduced ability to judge distances."
2,Safe Driving Tips,When should you increase your following distance?,"a: When exiting an expressway.,b: When following a motorcycle.,c: When behind a large vehicle blocking your view.",c,"Increase your following distance behind large vehicles, motorcycles, in bad weather, heavy traffic, when exiting expressways, or if tailgated."
1,Rules of the Road,Is it legal to cross a double solid yellow centerline to pass?,"a:Yes,b:No.,c:You yes",b,"Crossing double solid yellow lines to pass is illegal, except when turning into or out of a driveway or business entrance."
2,Safe Driving Tips,Why is it important to be alert to motorcycles?,"a: They rarely use headlights.,b: They are harder to see than cars.,c: Motorcyclists are less skilled.",b,"Motorcycles are smaller, easily hidden in blind spots, and harder to judge for speed and distance, requiring extra caution."
2,Safe Driving Tips,When should you slow down while driving?,"a: At intersections or railroad crossings.,b: On wet or slippery roads.,c: On narrow or winding roads.",a,"Slow down on narrow or winding roads, at intersections, railroad crossings, hills, curves, near pedestrians, or on wet or slippery roads."
1,Rules of the Road,What separates lanes moving in the same direction?,"a: Red lines.,b: White lines.,c: Yellow lines.",b,"White lines, solid or broken, separate lanes traveling in the same direction, while yellow lines separate opposite-direction traffic."
2,Safe Driving Tips,Why do larger vehicles have larger blind spots?,"a: They have no blind spots.,b: Their size creates larger blind spots.,c: They have smaller blind spots.",b,"Larger vehicles like trucks and SUVs have bigger blind spots, especially near their rear, invisible in mirrors."
2,Safe Driving Tips,When should you check your blind spot?,"a: When changing lanes.,b: When turning left or right.,c: When pulling from a curb.",a,"Check your blind spot by looking over your shoulder when changing lanes, turning, or pulling from a curb to ensure safety."
2,Safe Driving Tips,What causes many crashes?,"a: Drivers yielding the right-of-way.,b: Drivers checking mirrors and blind spots.,c: Driving too fast for conditions.",c,Driving too fast for road or weather conditions is a common cause of crashes.
3,In Shape to Drive,How do smoked and ingested marijuana differ in risks?,"a: They have identical risks.,b: They have different risks.,c: They have minimal risks with alcohol.",b,"Smoked marijuana affects users faster and damages lungs, while ingested marijuana acts slower. Both impair driving ability."
1,Rules of the Road,What lane width are motorcycles entitled to?,"a: Half a lane.,b: The bicycle lane.,c: A full lane.",c,"Motorcycles are entitled to a full lane, just like other vehicles, for safe maneuvering."
2,Safe Driving Tips,Why is night driving more challenging?,"a: Cars overheat more at night.,b: Visibility is reduced.,c: Rain is more likely at night.",b,"Night driving is harder due to reduced visibility, requiring appropriate headlights and slower speeds to stop within visible distance."
4,Emergencies,"If you miss your freeway exit, you should:","a: Stop and back up.,b: Make a quick turn from your lane.,c: Continue to the next exit.",c,"If you miss your exit, proceed to the next one to turn around safely, avoiding illegal and dangerous maneuvers."
2,Safe Driving Tips,Where should pedestrians walk on a road without sidewalks?,"a: On the side with the lightest traffic.,b: On the side facing oncoming traffic.,c: On the same side as traffic flow.",b,Pedestrians should walk on the side facing oncoming traffic on roads without sidewalks for safety.
1,Rules of the Road,When must you stop for a school bus with flashing red lights?,"a: Only if children are crossing.,b: If traveling in the opposite direction on a multi-lane road.,c: If traveling in either direction unless on a divided road.",c,"Stop for a school bus with flashing red lights in either direction, unless on a road with three or more lanes or a median, when traveling in the opposite direction."
1,Rules of the Road,How should bicyclists ride on sidewalks or in crosswalks?,"a: Take the right-of-way.,b: Yield to pedestrians.,c: Ride without signaling before passing.",b,"Bicyclists on sidewalks or in crosswalks must yield to pedestrians and ride slowly, unless local rules prohibit sidewalk riding."
1,Rules of the Road,What is the height requirement for children under eight to use a safety restraint system under Washington's Child Restraint Law?,"a: 5 feet 5 inches.,b: 5 feet.,c: 4 feet 11 inches.",c,"Washington's Child Restraint Law mandates that children under eight and shorter than 4 feet 9 inches must be secured in an approved child safety restraint system, not a seat belt, until they can use one safely."
2,Safe Driving Tips,How should you use a freeway exit ramp correctly?,"a: Slow down before entering the exit ramp.,b: Slow down once on the exit ramp.,c: Keep speed constant on the exit ramp.",b,Do not slow down until you have moved onto the freeway exit ramp to maintain traffic flow and safety.
1,Rules of the Road,What does it mean when a driver’s left arm and hand are extended downward?,"a: Turn left.,b: Turn right.,c: Stop.",c,A driver’s left arm extended downward signals an intent to stop. Adjust your driving accordingly.
1,Rules of the Road,What does it mean when a driver’s left arm and hand are extended upward?,"a: Turn left.,b: Turn right.,c: Stop.",b,A driver’s left arm extended upward indicates a right turn. Adjust your driving to accommodate this signal.
3,In Shape to Drive,How does alcohol affect your reflexes and judgment?,"a: Less pronounced with beer than wine.,b: Less pronounced with wine than beer.,c: Pronounced regardless of alcohol type.",c,"All types of alcohol impair reflexes and judgment similarly; the effect depends on the amount consumed, not the type."
3,In Shape to Drive,How does lack of sleep affect driving ability compared to other factors?,"a: Similar to alcohol.,b: Similar to amphetamines.,c: Similar to anger.",a,"Fatigue mimics alcohol’s effects on driving. Being awake for 18 hours is like a 0.05% BAC, and 24 hours is like a 0.10% BAC."
1,Rules of the Road,What is the default speed limit in cities and towns unless otherwise posted?,"a: 15 mph.,b: 25 mph.,c: 30 mph.",b,The speed limit in cities and towns is 25 mph unless a different limit is posted.
1,Rules of the Road,What are the most effective safety restraints in a traffic crash?,"a: Only a lap and shoulder belt.,b: Only an airbag.,c: Both a lap/shoulder belt and an airbag.",c,"Lap and shoulder belts double survival chances and reduce injury risk, while airbags provide additional protection when used with belts."
2,Safe Driving Tips,What is the most effective way to reduce injury or death risk in a traffic crash?,"a: Wear your seat belt.,b: Drive only on weekdays.,c: Stay in the right lane on multilane highways.",a,Wearing a seat belt is the single most effective way to reduce the risk of injury or death while driving.
2,Safe Driving Tips,What is the most important thing to remember about speed management in curves?,"a: Drive at the posted speed limit, then slow at the curve’s sharpest part.,b: Slow down before entering the curve.,c: Accelerate gently before the curve.",b,"Slow down before entering a curve to counter inertia and maintain control, as it’s harder to turn at higher speeds."
2,Safe Driving Tips,What is the most important thing to remember when backing a car?,"a: Look carefully behind and yield to vehicles and pedestrians.,b: Keep one foot on the brake while backing.,c: Rely only on the rearview mirror.",a,"Before backing, look through the rear window to check for hazards, yielding to vehicles, bicyclists, or pedestrians, and don’t rely solely on mirrors."
1,Rules of the Road,What does a posted speed limit indicate?,"a: A recommended driving speed.,b: The exact speed to avoid a ticket.,c: The maximum safe speed under ideal conditions.",c,Speed limit signs show the maximum legal speed for ideal conditions. Drivers should slow down when conditions are poor.
2,Safe Driving Tips,How can the risk of hydroplaning be reduced?,"a: Drive through shallow water.,b: Drive more quickly.,c: Drive more slowly.",c,"Driving slower in wet conditions reduces hydroplaning risk, as high speeds cause tires to lose grip on water-covered roads."
2,Safe Driving Tips,What are the strategies to avoid a collision?,"a: Stop, turn, or speed up.,b: Move into the other vehicle’s lane.,c: Stay in your lane and brace for impact.",a,"To avoid a collision, you can stop, turn, or speed up, depending on the situation, to evade the hazard safely."
2,Safe Driving Tips,How can you avoid a truck or bus driver’s blind spot?,"a: Never pass them.,b: Avoid driving alongside or tailgating.,c: Flash your lights at them.",b,"Avoid lingering beside or tailgating large vehicles like trucks or buses, as their large blind spots make it hard to see smaller vehicles."
2,Safe Driving Tips,How should you check for vehicles in your blind spots before changing lanes?,"a: Quickly turn your head to check blind spots.,b: Adjust rearview mirrors every few minutes.,c: Honk your horn before turning.",a,"Before changing lanes, glance over your shoulder to check blind spots, as mirrors alone may not show all vehicles."
5,Vehicle Licensing,How close to the curb must a vehicle be parked to be legal on a street?,"a: Within 6 inches.,b: Within 12 inches.,c: Within 18 inches.",b,"When parking on a street, a vehicle must be within 12 inches of the curb to be legally parked."
2,Safe Driving Tips,What steps should you take to change lanes safely?,"a:Check mirrors,b:Signal,c:Use turn indicator",b,"To change lanes, signal, check rearview and side mirrors, look over your shoulder to check the blind spot, and change lanes when safe."
2,Safe Driving Tips,How do you check your blind spot before changing lanes?,"a: Look into the left side mirror.,b: Look into the right side mirror.,c: Look over your shoulder.",c,Check your blind spot by looking over your shoulder in the direction you plan to move before changing lanes.
2,Safe Driving Tips,What should you do to drive safely at night?,"a: Increase your following distance.,b: Avoid driving if tired.,c: Ensure headlights work properly.",a,"At night, increase your following distance, avoid driving when fatigued, and ensure headlights are functional to enhance safety."
3,In Shape to Drive,How can you ensure your physical condition doesn’t impair safe driving?,"a: Stay physically fit and get regular checkups.,b: Know the effects of medications on driving.,c: Drive within your physical limits.",a,"Maintain physical fitness, get regular medical exams, understand medication effects, and drive within your physical capabilities to ensure safe driving."
2,Safe Driving Tips,How should you enter a freeway?,"a: Signal, yield to traffic, and enter at traffic speed.,b: Signal and enter, as freeway traffic must yield.,c: Drive slowly to check traffic.",a,"When entering a freeway, signal, yield to existing traffic, and merge at the speed of traffic to ensure a safe entry."
2,Safe Driving Tips,What can help prevent crashes with other road users?,"a: Communicate with other road users.,b: Ignore other drivers.,c: Drive only on side streets.",a,"Communicate intentions by signaling when slowing, stopping, or changing direction to prevent crashes with other drivers, bicyclists, or pedestrians."
2,Safe Driving Tips,How can you relieve fatigue on a long trip?,"a: Stop and rest every two hours.,b: Do arm exercises every hour.,c: Drive with one eye open.",a,Stop every two hours for a break or nap in a safe place to relieve fatigue on long trips and avoid drowsy driving.
2,Safe Driving Tips,What should you do when making a left turn at a green light?,"a: Yield to oncoming traffic and turn when safe.,b: Turn quickly ahead of oncoming traffic.,c: Signal others to stop so you can turn.",a,"At a green light, yield to oncoming traffic and pedestrians, turning left only when safe, unless a sign prohibits it."
2,Safe Driving Tips,How should you prepare for potential road hazards?,"a: Continually scan the road and roadsides.,b: Stare straight ahead.,c: Rest your left foot on the brake.",a,Continually scan the entire road and roadsides to identify and prepare for potential hazards before encountering them.
2,Safe Driving Tips,How can you prevent hydroplaning?,"a: Ensure good tire tread depth.,b: Ensure proper tire inflation.,c: Reduce speed in rain.",c,Prevent hydroplaning by maintaining good tire tread and proper inflation and reducing speed when driving in rain.
2,Safe Driving Tips,Where should you look to reduce headlight glare at night?,"a: Straight ahead.,b: Over your shoulder.,c: To the right side of the road.",c,"To avoid headlight glare from oncoming vehicles, look to the right side of the road, preventing temporary blindness."
2,Safe Driving Tips,How should you safely pass a bicycle?,"a: Honk to alert the bicyclist.,b: Drive in the bicycle lane to pass.,c: Slow down and give ample space.",c,"When passing a bicyclist, slow down and provide as much space as possible to avoid crowding or destabilizing them."
1,Rules of the Road,"From which lane should you start a left turn on multilane, one-way streets or highways?","a: The middle of the intersection.,b: The right lane.,c: The left lane.",c,"Begin a left turn from the leftmost lane on multilane, one-way streets or highways for proper positioning."
1,Rules of the Road,What should you do to turn right at a steady red light?,"a: Slow down and look for traffic before turning.,b: Stop, signal, and turn when safe if not prohibited.,c: Signal and wait for a green light.",b,"At a steady red light, stop, signal, and turn right if no sign prohibits it, ensuring the intersection is clear."
1,Rules of the Road,Which lane should you be in to turn right?,"a: The left lane.,b: The center lane.,c: The lane closest to the right.",c,Make a right turn from the lane closest to the right to align with the intended direction.
1,Rules of the Road,What does a solid red arrow on a traffic signal mean?,"a: Never used as a traffic signal.,b: Same as a circular red light.,c: Drivers may turn in the arrow’s direction.",b,"A solid red arrow means stop, like a circular red light, prohibiting turns in the arrow’s direction."
1,Rules of the Road,What must drivers obey regarding traffic signs and pavement markings?,"a: Always obey them.,b: Treat them as suggestions.,c: Follow only with other traffic present.",a,"Traffic signs, signals, and pavement markings must always be obeyed to ensure safe and controlled traffic flow."
1,Rules of the Road,Who has the right-of-way in a crosswalk marked by two solid white lines?,"a: Motor vehicles.,b: Pedestrians in the crosswalk.,c: No one.",b,"Pedestrians in a crosswalk have the right-of-way, and drivers must stop to allow them to cross safely."
2,Safe Driving Tips,Is using a hand-held cell phone to make a call while driving legal in Washington State?,"a: Safer than hands-free.,b: Allowed for teenage drivers.,c: Illegal.",c,"Using a hand-held cell phone while driving is illegal in Washington State, and hands-free use is also discouraged."
2,Safe Driving Tips,What factors do vehicle stopping distances not depend on?,"a: Reaction time.,b: Time of day.,c: Brake condition.",b,"Stopping distance depends on reaction time, weather, vehicle weight, brakes, tires, road conditions, and speed, but not the time of day."
1,Rules of the Road,What are the colors of warning signs for upcoming hazards?,"a: Black on white.,b: Black on yellow.,c: White on blue.",b,"Warning signs for hazards are typically yellow with black lettering or symbols, while work zone warnings are orange."
2,Safe Driving Tips,How can you avoid emergency stops in traffic?,"a: Honk to alert others.,b: Maintain a safe following distance.,c: Drive in the right lane only.",b,"Maintain a safe following distance to react to hazards without emergency stops, preventing rear-end collisions."
1,Rules of the Road,What color are pavement markings separating traffic lanes moving in opposite directions?,"a: Yellow.,b: White.,c: Yellow and white.",a,"Yellow lines separate lanes of traffic moving in opposite directions, unlike white lines for same-direction traffic."
1,Rules of the Road,What do speed limit signs indicate?,"a: Suggested speeds for the area.,b: Maximum or minimum legal speed.,c: Speed for heavy traffic.",b,"Speed limit signs show the maximum or minimum legal speed for ideal conditions, requiring slower speeds when conditions worsen."
1,Rules of the Road,What does a flashing yellow traffic light mean?,"a: Merging traffic.,b: Proceed with caution.,c: Pedestrian crossing.",b,A flashing yellow light signals drivers to slow down and proceed with caution due to a potential hazard.
1,Rules of the Road,What does a single dashed white line between traffic lanes mean?,"a: Passing is allowed if safe.,b: Lanes move in opposite directions.,c: Passing is prohibited.",a,A dashed white line separates same-direction traffic and allows passing or lane changes if safe.
3,In Shape to Drive,How does alcohol affect driving skills and judgment?,"a: Helps skills but harms judgment.,b: Harms both skills and judgment.,c: No effect on either.",b,"Alcohol impairs reaction time, vision, judgment, and risk assessment, making driving dangerous."
1,Rules of the Road,What does an orange-colored sign indicate?,"a: No passing zone.,b: Railroad crossing.,c: Construction or maintenance zone.",c,"Orange signs with black symbols indicate construction, maintenance, or emergency operations areas."
1,Rules of the Road,What does a stop sign mean?,"a: Slow down and stop if cars approach.,b: Come to a full stop and proceed when safe.,c: Proceed carefully without always stopping.",b,"A stop sign requires a full stop, yielding to vehicles and pedestrians, and proceeding when safe."
3,In Shape to Drive,What happens if you mix alcohol with prescription or over-the-counter medicine?,"a: Medicine reduces alcohol’s effect.,b: Alcohol helps the medicine cure a cold.,c: The combination multiplies impairment.",c,"Combining alcohol with medications can significantly increase impairment, amplifying the effects of both."
2,Safe Driving Tips,What is a No zone?,"a: A no-passing zone.,b: A one-way traffic area.,c: The blind spot of a large vehicle.",c,No zones are the large blind spots around trucks and other large vehicles where smaller vehicles should avoid lingering.
2,Safe Driving Tips,What should you do at an unmarked railroad crossing?,"a: Always stop completely.,b: Slow down and be prepared to stop.,c: Assume all crossings have signals.",b,"Slow down, look, and listen at an unmarked railroad crossing, stopping if a train approaches, and proceed only when safe."
2,Safe Driving Tips,What is the first thing to adjust when getting into a car to drive?,"a: Seat belt.,b: Steering wheel.,c: Seat position.",c,"Adjust the seat first to ensure a comfortable position and clear road visibility, then adjust mirrors and steering wheel."
2,Safe Driving Tips,What driving technique helps conserve gasoline?,"a: Idling in the driveway.,b: Accelerating quickly.,c: Slowing down gradually.",c,Gradual slowing and avoiding unnecessary braking conserve fuel by reducing the need to accelerate back to speed.
4,Emergencies,What should you do if your vehicle’s right wheels leave the pavement?,"a: Stop quickly.,b: Pull off the road completely.,c: Slow down and ease back onto the road.",c,"If your right wheels leave the pavement, ease off the accelerator, steer parallel to the road, slow down, and gently steer back onto the pavement when safe."
4,Emergencies,What should you do when an emergency vehicle with flashing lights approaches?,"a: Try to reach your destination first.,b: Continue driving but stay out of the way.,c: Pull over and stop.",c,"Pull over to the right and stop for an emergency vehicle with flashing lights, or drive through an intersection first if already in it."
1,Rules of the Road,What should you do when entering a roadway from a private road?,"a: Honk to warn others.,b: Stop partially on the roadway.,c: Yield to traffic and pedestrians.",c,"Stop before entering from a private road, yielding to vehicles and pedestrians on the main road, and proceed only when clear."
1,Rules of the Road,"When a school bus is stopped off the road without flashing lights, you should:","a: Stop regardless of your direction.,b: Stop only if on the same side as the bus.,c: Pass with caution.",c,"If a school bus is stopped without flashing lights or an extended stop arm, drivers may pass cautiously."
1,Rules of the Road,Where should you stop at an intersection with a stop sign but no stop line or crosswalk?,"a: No stop is required.,b: Slow down to check traffic.,c: Stop where you can see approaching traffic.",c,"Stop at the point nearest the intersecting roadway where you can see approaching traffic, without entering the intersection."
1,Rules of the Road,How can you use a shared center lane on a two-way roadway?,"a: Use it to pass.,b: Drive in it during rush hour.,c: Use it for left turns within 300 feet.",c,"A shared center lane is for left turns only, not for passing or extended travel, and should not be used for more than 300 feet."
4,Emergencies,What should you do when an emergency vehicle with sirens or lights approaches?,"a: Pull to the right and stop.,b: Pull to the right and slow down.,c: Pull to the right with flashers on.",a,Immediately pull to the right side of the road and stop when an emergency vehicle with sirens or lights approaches.
1,Rules of the Road,How should you treat a flashing red traffic light?,"a: Drive through if no traffic.,b: Proceed with right-of-way.,c: Treat it like a stop sign.",c,"A flashing red light requires a complete stop, like a stop sign, at dangerous intersections."
1,Rules of the Road,What should you do at a flashing yellow light?,"a: Increase speed.,b: Stop completely.,c: Proceed with caution.",c,"A flashing yellow light indicates a hazard, requiring drivers to slow down and proceed cautiously."
2,Safe Driving Tips,What should you do when approaching a railroad crossing warning sign?,"a: Drive faster than the train.,b: Be prepared to stop if a train is nearby.,c: Go around lowered gates.",b,"Obey railroad crossing signs, slow down, and be ready to stop if a train is approaching, never bypassing barriers."
1,Rules of the Road,What should you do when approaching a school bus with its stop arm extended?,"a: Stop and wait until the arm is withdrawn.,b: Honk before passing on the left.,c: Proceed if most kids have exited.",a,Stop completely when a school bus has its stop arm extended and wait until it is withdrawn before proceeding.
1,Rules of the Road,What should you do at a steady red traffic light?,"a: Drive through if no traffic.,b: Proceed with right-of-way.,c: Stop completely.",c,"A steady red light requires a complete stop; driving through is illegal and dangerous, though a right turn may be allowed if not prohibited."
1,Rules of the Road,What should you do at a steady yellow traffic light?,"a: Accelerate to avoid a red light.,b: Proceed with right-of-way.,c: Slow to a stop unless in the intersection.",c,"A steady yellow light signals an upcoming red light, so stop unless you’re already in the intersection."
1,Rules of the Road,What does a flashing yellow arrow at a traffic signal mean?,"a: Merge in the arrow’s direction.,b: Stop completely.,c: Turn left after yielding to traffic and pedestrians.",c,A flashing yellow arrow allows left turns after yielding to oncoming traffic and pedestrians.
1,Rules of the Road,What does a steady yellow arrow at a traffic signal mean?,"a: Merge in the arrow’s direction.,b: Slow to a stop if safe.,c: Turn left after yielding.",b,"A steady yellow arrow indicates an upcoming red arrow, so stop if safe, unless already in the intersection."
4,Emergencies,What should you do when approaching an accident scene?,"a: Focus on driving and keep moving.,b: Stop regardless of involvement.,c: Drive to the scene to look.",a,"Unless involved or emergency help hasn’t arrived, keep moving and focus on driving to avoid hazards at an accident scene."
1,Rules of the Road,What should you do at an uncontrolled intersection?,"a: Maintain speed and proceed.,b: Stop, check all directions, and proceed.,c: Yield to all other drivers.",c,"Yield to vehicles approaching from the right at an uncontrolled intersection, and be prepared to yield to avoid a crash."
2,Safe Driving Tips,What should you do when approaching railroad tracks?,"a: Look, listen, slow down, and be prepared to stop.,b: Speed up to cross before gates lower.,c: Drive around lowered gates.",a,"At railroad tracks, look, listen, slow down, and be ready to stop for trains or other vehicles on the rails."
