section-num,section-name,question,options,correct-answer,note
5,"Passing, Lane Changes, and Speed Management","When passing on a multilane highway:","a: Ensure the passing lane is clear.,b: Pass only on the right.,c: Watch for oncoming traffic.",a,"Check that the passing lane is clear and signal before overtaking."
2,"Traffic Signs, Signals, and Markings","If a solid yellow line is paired with a broken yellow line next to your lane you may pass:","a: Only in emergencies.,b: On expressways only.,c: If traffic is clear.",c,"Pass if the broken line is on your side and the road is clear."
8,"General Driving Techniques and Emergencies","When making a left turn at an intersection:","a: Yield to oncoming traffic and pedestrians.,b: Expect oncoming traffic to yield.,c: Never yield to oncoming traffic.",a,"Yield to oncoming traffic and pedestrians to avoid collisions."
8,"General Driving Techniques and Emergencies","When two vehicles reach an intersection from different roads simultaneously which yields?","a: Either vehicle,b: The vehicle on the left,c: The vehicle on the right",b,"The left vehicle yields to the right vehicle to prevent conflicts."
2,"Traffic Signs, Signals, and Markings","When nearing a railroad crossing without signals or gates, you should:","a: Cross quickly.,b: Always stop before crossing.,c: Be ready to yield to trains.",c,"Slow down and yield to any approaching train for safety."
8,"General Driving Techniques and Emergencies","If you’re being tailgated:","a: Move right if a lane is open.,b: If no right lane slow gradually to encourage passing.,c: Never brake suddenly.",b,"Slow down gradually to prompt the tailgater to pass safely."
6,"Parking and Stopping","When parking uphill on a street with a curb:","a: Keep wheels straight and set brake.,b: Turn front wheels away from curb.,c: Turn front wheels toward curb.",b,"Turn wheels away from the curb to prevent rolling."
2,"Traffic Signs, Signals, and Markings","When you see a flashing yellow light at an intersection, you should:","a: Yield to all traffic before proceeding.,b: Stop then proceed when safe.,c: Slow down and cross cautiously.",c,"Slow down and proceed carefully, yielding as needed."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When an emergency vehicle approaches, you should:","a: Stop immediately.,b: Move right and stop safely.,c: Proceed slowly to let it pass.",b,"Move to the right and stop to clear the path for the emergency vehicle."
8,"General Driving Techniques and Emergencies","When other drivers show anger:","a: Avoid eye contact.,b: Avoid hand gestures.,c: Distance yourself from them.",c,"Stay calm and keep distance to avoid escalating road rage."
8,"General Driving Techniques and Emergencies","When changing lanes, you should never:","a: Change lanes in an intersection.,b: Check blind spots over your shoulder.,c: Check for other vehicles in the lane.",a,"Changing lanes in an intersection is unsafe due to potential conflicts."
8,"General Driving Techniques and Emergencies","When preparing to turn right, position your vehicle:","a: Near the street’s center.,b: Close to the left side.,c: Close to the right side.",c,"Stay close to the right for a safe right turn."
5,"Passing, Lane Changes, and Speed Management","When overtaking another vehicle, you should:","a: Wait for their signal.,b: Change lanes quickly.,c: Signal and pass when safe.",c,"Signal and pass only when the road is clear and safe."
8,"General Driving Techniques and Emergencies","Which factors often contribute to traffic crashes?","a: Speeding or driving too fast for conditions.,b: Getting enough rest.,c: Staying focused on driving.",a,"Excessive speed or inappropriate speed for conditions causes many crashes."
8,"General Driving Techniques and Emergencies","Which are used on highways to guide drivers into turning lanes?","a: Flashing red lights,b: Flashing yellow lights,c: White lines on the road",c,"White lines or arrows direct drivers into proper turning lanes."
8,"General Driving Techniques and Emergencies","Which disrupts smooth traffic flow?","a: Slowing to view a crash scene.,b: Avoiding unnecessary lane changes.,c: Using public transit.",a,"Rubbernecking at crashes slows traffic and risks further accidents."
8,"General Driving Techniques and Emergencies","Which commonly cause traffic accidents?","a: Inattentive driving,b: Excessive speed for conditions,c: Tailgating,d: All",d,"All of the above are major causes of accidents"
3,"Impaired Driving","Which does alcohol affect?","a: Recovery from headlight glare,b: Reaction time,c: Distance judgment,d: All",d,"Alcohol impairs glare recovery, reaction time, and distance judgment."
3,"Impaired Driving","Which influence alcohol’s effects?","a: Food in the stomach,b: Body weight,c: Time between drinks,d: All",d,"Food, weight, and drink timing affect alcohol absorption and impairment."
1,"Adverse Weather and Visibility Conditions","Which is most likely slippery in cold weather after snow or rain?","a: An open hilly road,b: A residential street,c: A shaded road",c,"Shaded areas retain ice longer, increasing slipperiness."
8,"General Driving Techniques and Emergencies","Which takes precedence over the others?","a: A steady red light,b: A police officer,c: A stop sign",b,"A police officer’s directions override traffic signals or signs."
2,"Traffic Signs, Signals, and Markings","Which sign is rectangular?","a: School crossing sign,b: Railroad crossing sign,c: Stop sign",a,"School crossing signs are rectangular, unlike round or octagonal signs."
3,"Impaired Driving","Which is true about BAC (blood alcohol content)?","a: A breathalyzer tests BAC.,b: A chemical test is required for conviction.,c: Physical fitness reduces BAC.",a,"A breathalyzer measures BAC, but convictions may not need a chemical test."
8,"General Driving Techniques and Emergencies","Which statements are true?","a: Weather changes require driving adjustments.,b: Slow down in rain and fog.,c: Watch for vehicles behind in bad weather.,d: All of the above",d,"Adjust for weather, reduce speed in rain/fog, and monitor rear traffic."
8,"General Driving Techniques and Emergencies","Which is a safe driving technique?","a: Using high beams in fog.,b: Focusing only ahead.,c: Checking mirrors frequently.",c,"Regular mirror checks improve awareness of surrounding hazards."
3,"Impaired Driving","Which is true about drinking and driving?","a: Walking straight means you can drive.,b: Below legal BAC means no impairment.,c: Alcohol impairs driving judgment.",c,"Alcohol affects judgment, critical for safe driving, even below legal limits."
8,"General Driving Techniques and Emergencies","Which is true about large trucks?","a: They stop slower than cars.,b: They stop quickly with air brakes.,c: They’re more maneuverable than cars.",a,"Large trucks need longer stopping distances due to their weight."
5,"Passing, Lane Changes, and Speed Management","Which is true about speed?","a: Driving too slowly can never be risky.,b: Speeding can be fatal.,c: Speeding is safe for skilled drivers.",b,"Speeding increases crash severity."
7,"Railroad Crossings","Which vehicles must stop at all railroad crossings?","a: Pick-up trucks,b: School buses and occupied passenger buses,c: Motorcycles",b,"School and occupied passenger buses must stop at all crossings."
1,"Adverse Weather and Visibility Conditions","At night, if an oncoming vehicle’s high beams impair your vision, you should:","a: Look toward the left lane edge.,b: Look toward the right lane edge.,c: Look straight ahead.",b,"Look right to avoid glare while staying in your lane."
2,"Traffic Signs, Signals, and Markings","Yellow lines separate:","a: One-way street lanes.,b: Opposing traffic on two-way roads.,c: Carpool lanes from regular lanes.",b,"Yellow lines divide opposing traffic on two-way roads for safety."
2,"Traffic Signs, Signals, and Markings","When nearing a railroad crossing with a crossbuck but no gates or lights, you should:","a: Cross cautiously only if no train is coming.,b: Lower your radio to listen for trains.,c: Proceed only with a flagger’s clearance.",a,"Cross only after ensuring no train is approaching, with extreme caution."
2,"Traffic Signs, Signals, and Markings","When a traffic light turns from green to solid yellow, you should:","a: Treat it as a caution and proceed.,b: Stop immediately.,c: Stop unless too close to do so safely.",c,"Stop before entering unless too close, as yellow signals an impending red."
2,"Traffic Signs, Signals, and Markings","At a green light with pedestrians crossing against the red, you should:","a: Honk your horn.,b: Speed up to pass them.,c: Stop to let them cross safely.",c,"Yield to pedestrians in the intersection for their safety, despite the green light."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When hearing a siren but not seeing an emergency vehicle, you should:","a: Continue driving until you see it.,b: Pull over and check if it’s nearby.,c: Slow down but don’t stop.",b,"Pull over to the curb to locate and yield to the emergency vehicle."
5,"Passing, Lane Changes, and Speed Management","On a three-lane expressway in the middle lane if a car passes you on the right,  their action is:","a: Wrong as passing must be on the left.,b: Wrong as they’re in your blind spot.,c: Allowed on a limited-access highway.",c,"Passing on the right is permitted on multilane highways if safe."
8,"General Driving Techniques and Emergencies","When moving from the right to the left lane on a multilane highway, you should:","a: Check your rearview mirror for traffic.,b: Look over your left shoulder for blind spots.,c: Use your side mirror signal and check traffic.",c,"Signal, check mirrors, and look over your shoulder for a safe lane change."
2,"Traffic Signs, Signals, and Markings","On a city street with an emergency vehicle flashing lights behind you, you should:","a: Move right and slow down.,b: Move right and stop.,c: Stay in your lane and slow down.",b,"Stop at the right edge to allow the emergency vehicle to pass safely."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","On a divided multilane highway with an approaching emergency vehicle, you should:","a: Ignore it if other lanes are free.,b: Stop immediately.,c: Slow down move over and stop.",c,"Slow down, move to clear a path, and stop for the emergency vehicle."
8,"General Driving Techniques and Emergencies","On a one-way street, you may turn left onto another one-way street if:","a: You speed up before turning.,b: Traffic on the new street flows right.,c: Traffic on the new street flows left.",c,"Left turns are allowed if the receiving street’s traffic moves left."
8,"General Driving Techniques and Emergencies","If you’re in an accident, you should:","a: Stop immediately.,b: Assist the injured.,c: Call the police.",a,"Stop immediately to assess, then help the injured and contact police."
8,"General Driving Techniques and Emergencies","When completing a left turn from a two-way to a one-way street,  your vehicle should be in:","a: The right lane.,b: The center of the street.,c: The left lane.",c,"End the turn in the leftmost lane of the one-way street."
8,"General Driving Techniques and Emergencies","When exiting the interstate, start slowing down:","a: Halfway through the deceleration lane.,b: As you approach the deceleration lane.,c: Upon entering the deceleration lane.",c,"Begin reducing speed as you enter the deceleration lane to match exit speed."
8,"General Driving Techniques and Emergencies","While waiting in an intersection for a left turn, you should:","a: Signal and keep wheels turned left.,b: Signal and keep wheels straight.,c: Flash headlights to alert drivers.",b,"Keep wheels straight to avoid being pushed into oncoming traffic if rear-ended."
2,"Traffic Signs, Signals, and Markings","At an intersection with a flashing red light, you should:","a: Stop fully and proceed when safe.,b: Stop only if other cars approach.,c: Stop only if cars are in the intersection.",a,"A flashing red light requires a complete stop until it’s safe to proceed."
8,"General Driving Techniques and Emergencies","If an intersection is blocked by traffic, you should:","a: Move slowly until traffic clears.,b: Get close to the car ahead.,c: Stay out of the intersection.",c,"Wait outside the intersection to avoid blocking it and ensure smooth flow."
8,"General Driving Techniques and Emergencies","You drive defensively by:","a: Keeping one car length from the vehicle ahead.,b: Focusing only on the car in front.,c: Scanning for potential hazards.",c,"Constantly scan for hazards to anticipate and avoid dangers."
8,"General Driving Techniques and Emergencies","You have the right-of-way when:","a: Entering a traffic circle.,b: Backing out of a driveway.,c: Leaving a parking space.,d: none",d,"You must yield in these situations to other traffic."
6,"Parking and Stopping","If you hit a parked vehicle and can’t find the owner, you must:","a: Call your insurance later.,b: Wait for the owner.,c: Leave a note with your name and address.",c,"Leave a note with your contact details securely on the vehicle."
2,"Traffic Signs, Signals, and Markings","You may cross a single solid white line on the highway:","a: Anytime you choose.,b: If traffic conditions require it.,c: Only to turn into a driveway.",b,"Cross a solid white line only when necessary due to traffic conditions."
2,"Traffic Signs, Signals, and Markings","You may cross double solid yellow lines:","a: To pass a slow truck.,b: To turn into a driveway.,c: To pass another vehicle.",b,"Cross double yellow lines only for permitted turns into driveways."
2,"Traffic Signs, Signals, and Markings","You may cross a dashed white line:","a: At any time.,b: Only in daylight.,c: When safe to change lanes.",c,"Cross dashed white lines only when it’s safe to change lanes or pass."
7,"Railroad Crossings","You may drive around or under a lowering or raising railroad gate:","a: If no train is too close.,b: If your vehicle won’t damage the gate.,c: After checking both directions.,d: none",d,"Driving around or under a railroad gate is always prohibited."
7,"Railroad Crossings","You may drive around railroad crossing gates:","a: After the train passes.,b: Under no circumstances.,c: When lights stop flashing.",b,"Driving around gates is illegal due to safety risks."
2,"Traffic Signs, Signals, and Markings","You may not cross a single broken white or yellow line:","a: If it disrupts traffic.,b: When turning left into a driveway.,c: If the car ahead is disabled.",a,"Don’t cross a broken line if it would interfere with traffic flow."
6,"Parking and Stopping","You may not park:","a: On a hill.,b: In a parking lot.,c: On a crosswalk or bike lane.",c,"Parking on crosswalks or bike lanes is illegal to protect pedestrians and cyclists."
2,"Traffic Signs, Signals, and Markings","You may stop on a freeway shoulder:","a: With emergency flashers on.,b: If no part of your vehicle is on the road.,c: To check a map.,d: none",d,"Stopping on the freeway shoulder is allowed only in emergencies."
5,"Passing, Lane Changes, and Speed Management","You may pass a vehicle when:","a: On a hill or curve.,b: With a solid line next to your lane.,c: With a broken line next to your lane.",c,"Pass only with a broken line and when it’s safe to do so."
2,"Traffic Signs, Signals, and Markings","You may pass another vehicle if the lane divider is a ____ line.","a: Broken white,b: Double solid yellow,c: Solid yellow",a,"A broken white line permits passing if safe, unlike solid lines."
5,"Passing, Lane Changes, and Speed Management","You may pass on the right if the vehicle ahead is waiting to:","a: Turn right.,b: Turn left.,c: Park at the curb.",b,"Pass on the right when the vehicle ahead is preparing to turn left, if safe."
5,"Passing, Lane Changes, and Speed Management","You must not exceed a speed that is:","a: The maximum speed limit.,b: Faster than reasonable and prudent.,c: Safe for current conditions.,d: All",d,"Stay within the speed limit and adjust for conditions to drive safely."
1,"Adverse Weather and Visibility Conditions","You must show proof of insurance to police:","a: Only in a collision.,b: In a collision or when cited.,c: Only when cited.",b,"Provide insurance proof in collisions or when stopped for a citation."
7,"Railroad Crossings","You must stop at a railroad crossing when:","a: A flagger directs you.,b: A stop sign is present.,c: Flashing red signals and gates are active.,d: All of the above",d,"Stop for a flagger, stop sign, or active signals and gates indicating a train."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","You must stop for a school bus:","a: Parked empty on the shoulder.,b: Approaching without flashing lights.,c: On a two-lane road with flashing red lights.",c,"Stop for a school bus with flashing red lights on a two-lane road."
8,"General Driving Techniques and Emergencies","You must yield to an approaching vehicle when:","a: In a traffic circle.,b: In an intersection.,c: Going straight ahead.",c,"Yield when going straight to avoid collisions with approaching vehicles."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","Be cautious when passing a bicycle because:","a: You’re faster than the bicycle.,b: Bicycles always have right-of-way.,c: Oncoming traffic may not see you.",c,"Oncoming traffic may miss you passing, increasing collision risk."
1,"Adverse Weather and Visibility Conditions","Your stopping distance increases when stopping:","a: On wet or icy roads.,b: On paved highways.,c: At night.",a,"Wet or icy roads reduce traction, lengthening stopping distance."
2,"Traffic Signs, Signals, and Markings","Which of the following is used on some highways to direct drivers into the proper lanes for turning?","a: Flashing red lights,b: Flashing yellow lights,c: White lines on the side of the road,d: White arrows in the middle of the lanes",d,"White arrows in the middle of the lanes guide drivers to the correct lane for turning."
5,"Passing, Lane Changes, and Speed Management","In which of the following situations is passing always forbidden?","a: The vehicle ahead is making a left turn,b: You are on a one-way street which has two lanes,c: The vehicle ahead is stopped for a pedestrian in a crosswalk,d: The vehicle ahead is going to park parallel to the curb",c,"Passing is forbidden when a vehicle is stopped for a pedestrian in a crosswalk to ensure pedestrian safety."
8,"General Driving Techniques and Emergencies","You come to an intersection which is blocked by other traffic. You should:","a: Go slowly until the traffic ahead moves,b: Get as close as possible to the other car,c: Stay out of the intersection until you can pass through,d: Sound your horn to make the cars move up",c,"Staying out of a blocked intersection prevents gridlock and ensures you can pass through safely."
3,"Impaired Driving","Which of the following influence the effects of alcohol?","a: The amount of food in the stomach,b: The body weight of an individual,c: How much time passes between drinks,d: All three choices",d,"All three factors—food in the stomach, body weight, and time between drinks—affect how alcohol is absorbed and metabolized."
2,"Traffic Signs, Signals, and Markings","A diamond-shaped sign is a:","a: Road hazard sign,b: Interstate route sign,c: School crossing sign,d: Speed limit sign",a,"Diamond-shaped signs warn of road hazards, such as curves or intersections."
8,"General Driving Techniques and Emergencies","You must yield the right-of-way to an approaching vehicle when you are:","a: Already in a traffic circle,b: Already in an intersection,c: Going straight ahead,d: Turning left",d,"When turning left, you must yield to oncoming traffic to avoid collisions."
2,"Traffic Signs, Signals, and Markings","A traffic light which has a green arrow and a red light means that:","a: You may only drive straight ahead,b: You may drive only in the direction of the green arrow,c: You must wait for a green light,d: Vehicles moving in any direction must stop",b,"A green arrow with a red light allows movement only in the direction of the arrow."
3,"Impaired Driving","Which of the following does not happen after drinking?","a: Your reflexes and reaction time slow down,b: Your judgment of speed and distance is distorted,c: You are less alert,d: You calm down so you can concentrate",d,"Alcohol impairs concentration rather than calming you down to improve focus."
3,"Impaired Driving","Which of the following is true? People driving under the influence of alcohol are:","a: Not a problem in New York State,b: Every driver's problem whether they drink or not,c: A police enforcement problem only,d: Only a problem to those who drink",b,"Drunk driving affects all drivers, as it increases the risk of accidents for everyone on the road."
5,"Passing, Lane Changes, and Speed Management","You are getting on a highway which has a very short entrance lane. The safest way for you to enter the flow of traffic would be to:","a: Use as much ramp as possible to get up to cruising speed,b: Use the left lane of the highway to get up to cruising speed,c: Wait for a large gap in traffic then speed up quickly,d: Get up to cruising speed gradually so other cars will see you",c,"Waiting for a large gap and then speeding up quickly ensures safe merging in a short entrance lane."
6,"Parking and Stopping","A 'no standing' sign at a certain location means:","a: You may never stop your vehicle there,b: You may park there if the driver remains in the vehicle,c: You may stop temporarily to pick up or discharge passengers,d: You may stop to load or unload merchandise",c,"A 'no standing' sign allows temporary stops for picking up or dropping off passengers."
8,"General Driving Techniques and Emergencies","Aggressive driving can become road rage. What should you do when confronted by an aggressive driver?","a: Speed up to pass the driver as quickly as possible,b: Be prepared to yield the right of way,c: Drink alcohol to calm yourself down,d: Make eye contact with the driver",b,"Yielding the right of way to an aggressive driver helps de-escalate the situation and ensures safety."
6,"Parking and Stopping","A 'no parking' sign at a certain location means:","a: You may never stop your vehicle there,b: You may stop temporarily to load or unload passengers,c: You may park there if the driver remains in the vehicle,d: You may leave your vehicle unattended for less than 5 minutes",b,"A 'no parking' sign allows temporary stops for loading or unloading passengers."
8,"General Driving Techniques and Emergencies","Why is driving on an expressway different from driving on an ordinary street?","a: You must think faster and handle your vehicle more effectively,b: Trucks have to go slower on the expressways,c: There is more of a tendency to exceed the speed limit,d: There is more of a tendency to 'tailgate'",a,"Expressways require faster decision-making and more effective vehicle handling due to higher speeds and traffic flow."
2,"Traffic Signs, Signals, and Markings","You come to an intersection which has a flashing red light. You should:","a: Come to a full stop then go when safe to do so,b: Stop only if cars are approaching the intersection,c: Stop only if cars are already in the intersection,d: Slow down and be prepared to stop if necessary",a,"A flashing red light requires a full stop, followed by proceeding when it’s safe."
1,"Adverse Weather and Visibility Conditions","Night driving is dangerous because:","a: Some traffic signs are less visible at night,b: More vehicles are on the road at night,c: The distance we can see ahead is reduced,d: Street lights tend to blur our vision",c,"Reduced visibility distance at night makes it harder to react to hazards."
3,"Impaired Driving","Drinking coffee after drinking alcohol:","a: Decreases blood alcohol content,b: Cancels the effect of the alcohol,c: Has no effect on blood alcohol content,d: Increases blood alcohol content",c,"Coffee does not affect blood alcohol content; it may only make you feel more alert."
3,"Impaired Driving","Which of the following statements is true about BAC (blood alcohol content)?","a: The 'breathalyzer' is a test of a person's BAC,b: A chemical test for BAC is needed for an alcohol conviction,c: BAC levels are reduced by a person's physical fitness,d: After drinking coffee or a cold shower will lower your BAC",a,"A breathalyzer measures BAC, which is used to determine alcohol impairment."
2,"Traffic Signs, Signals, and Markings","You may cross a double solid yellow line:","a: To pass a slow moving truck,b: To turn into a driveway,c: To pass a car if traffic permits,d: Under no conditions",b,"Double solid yellow lines can be crossed only to turn into a driveway or private road."
2,"Traffic Signs, Signals, and Markings","You may not cross a single broken white (or yellow) line:","a: When to do so would interfere with traffic,b: When turning left into a driveway,c: When the car in front is disabled,d: When passing to the right on a one-way street",a,"Crossing a broken line is prohibited if it interferes with traffic to ensure safety."
1,"Adverse Weather and Visibility Conditions","Your car starts to skid on a slippery road. You should:","a: Brake quickly and keep the wheel straight,b: Lock your brakes until you have come to a complete stop,c: Steer in the direction you want the front wheels to go,d: Steer toward the side of the road to get off the wet pavement",c,"Steering in the direction you want to go helps regain control during a skid."
3,"Impaired Driving","Which of the following does alcohol affect?","a: Recovery from headlight glare,b: Reaction time,c: Judgment of distances,d: All of these choices",d,"Alcohol impairs recovery from glare, reaction time, and judgment of distances."
8,"General Driving Techniques and Emergencies","You have just left an expressway and are starting to drive on an ordinary highway. You should:","a: Check your tires for correct pressure,b: Check your speedometer to keep at the lower speed limit,c: Stay twice as far behind other cars,d: Change gradually to the lower speed limit",b,"Checking your speedometer ensures you adjust to the lower speed limit of an ordinary highway."
7,"Railroad Crossings","What is the appropriate action to take when approaching a railroad crossing that does not have signals (such as lights or crossing gates)?","a: Always bring the car to a complete stop,b: Slow down and be prepared to stop,c: Do nothing; all railroad crossings have signals,d: Increase speed to get across the tracks quickly",b,"Slowing down and preparing to stop allows you to check for trains at unsignaled crossings."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What does it mean when a school bus is stopped and its red lights are flashing?","a: You may pass if no children are on the road,b: You may not pass while the red lights are flashing,c: You may pass if you are facing the front of the bus,d: You may pass if it is on the other side of a divided highway",b,"You must stop when a school bus’s red lights are flashing to ensure child safety."
8,"General Driving Techniques and Emergencies","The law that requires every driver to exercise care to avoid colliding with an authorized emergency or hazard vehicle is called:","a: Brianna’s Law,b: The Green Light Law,c: Move Over Law,d: Right of Way",c,"The Move Over Law requires drivers to slow down or move over for emergency vehicles."
2,"Traffic Signs, Signals, and Markings","A solid white line on the right edge of the highway slants in toward your left. This shows that:","a: There is an intersection just ahead,b: You are approaching a construction area,c: You will be required to turn left just ahead,d: The road will get narrower",d,"A slanting solid white line indicates the road is narrowing."
3,"Impaired Driving","What are the consequences that can result from driving under the influence of alcohol or other drugs?","a: Possible imprisonment,b: A mandatory fine,c: Driver license revocation,d: All of these choices",d,"DUI can lead to imprisonment, fines, and license revocation."
2,"Traffic Signs, Signals, and Markings","What does a flashing yellow light mean?","a: Merging traffic,b: Proceed with caution,c: Pedestrian crossing,d: Come to a full stop",b,"A flashing yellow light means proceed with caution, staying alert for potential hazards."
2,"Traffic Signs, Signals, and Markings","You may cross a single solid white line in the highway:","a: Whenever you want to,b: If traffic conditions require,c: Only to turn into a driveway,d: Only to make a u-turn",c,"A single solid white line can be crossed only to turn into a driveway or private road."
2,"Traffic Signs, Signals, and Markings","What are the colors of a sign which tells you the distance to the next exit of a highway?","a: Yellow with black letters,b: Black with white letters,c: Red with white letters,d: Green with white letters",d,"Exit signs on highways are green with white letters for clear visibility."
2,"Traffic Signs, Signals, and Markings","Signs that warn 'lane closed ahead' may indicate a work zone ahead. You should:","a: Merge your vehicle into the correct lane when it is safe,b: Drive to the end of the closed lane before attempting to merge,c: Understand that this sign is merely a suggestion and continue in the lane,d: Speed up to merge as quickly as possible",a,"Merging safely into the correct lane avoids disruptions in a work zone."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","A bicyclist differs from a motorist in that a bicyclist isn't required to:","a: Obey the same traffic laws,b: Signal all turns,c: Report accidents resulting in serious injury,d: Insure the bicycle",d,"Bicyclists are not required to insure their bicycles, unlike motorists."
8,"General Driving Techniques and Emergencies","'No zones' are areas around trucks where cars:","a: Disappear into blind spots.,b: Have sufficient space to travel behind the truck.,c: Have several car space between their vehicle and the truck.",a,"No zones refer to the blind spots around large vehicles like trucks where smaller vehicles may not be visible to the truck driver."
6,"Parking and Stopping","What does a 'No parking' sign at a certain location mean?","a: You may park there if the driver remains in the vehicle.,b: You may stop temporarily only to pick and drop off passengers.,c: You may never stop your vehicle there.",b,"A 'No Parking' sign allows temporary stopping for picking up or dropping off passengers, but parking (leaving the vehicle) is prohibited."
6,"Parking and Stopping","What does a No standing sign at a certain location mean?","a: You may never stop your vehicle there.,b: You may park there if the driver remains in the vehicle.,c: You may stop temporarily only to pickup or drop off passengers.",c,"A 'No Standing' sign permits brief stops for passenger pickup or drop-off, but no parking or prolonged stopping."
2,"Traffic Signs, Signals, and Markings","What does a broken yellow centerline mean?","a: Passing is not permitted.,b: Passing on the left is permitted when the way ahead is clear.,c: Passing on the right is permitted when the way ahead is clear.",b,"A broken yellow centerline indicates that passing on the left is allowed for vehicles when the road ahead is clear and safe."
2,"Traffic Signs, Signals, and Markings","What does a broken yellow line beside a solid yellow line indicate?","a: Passing is permitted from the lane next to the solid yellow line.,b: Passing is not permitted from either direction.,c: Passing is permitted from the lane next to the broken yellow line.",c,"A broken yellow line next to a solid yellow line allows passing from the side with the broken line, provided it is safe."
3,"Impaired Driving","What does a chemical test measure?","a: Reaction time.,b: Blood alcohol content.,c: Vision.",b,"A chemical test measures blood alcohol content (BAC) to determine the level of alcohol in a driver's system."
8,"General Driving Techniques and Emergencies","A child passenger under 8 and shorter than ___ in height is required to be seated in an approved child safety seat while in a moving vehicle.","a: 4 feet 11 inches,b: 5 feet,c: 5 feet 5 inches",a,"New York law requires children under 8 and shorter than 4 feet 9 inches to use an approved child safety seat."
6,"Parking and Stopping","What does a red painted curb mean?","a: No parking standing or stopping.,b: The area is reserved for picking up or dropping off passengers.,c: Loading zone.",a,"A red painted curb indicates no parking, standing, or stopping is allowed, typically for safety or emergency access."
2,"Traffic Signs, Signals, and Markings","What does a diamond-shaped sign mean?","a: A road hazard sign.,b: Interstate route sign.,c: School crossing sign.",a,"Diamond-shaped signs are used to warn drivers of road hazards, such as curves, intersections, or other potential dangers."
2,"Traffic Signs, Signals, and Markings","What does a double solid yellow line down the center of a two-lane road indicates?","a: Lanes are moving in the same direction and drivers are not permitted to pass.,b: Lanes are moving in opposite directions and drivers are permitted to pass when it is safe.,c: Lanes are moving in opposite directions and drivers are not permitted to pass.",c,"Double solid yellow lines indicate that lanes move in opposite directions and passing is not permitted for either direction."
2,"Traffic Signs, Signals, and Markings","If a driver is approaching a flashing red traffic signal they must:","a: Slow down.,b: Drive carefully without stopping.,c: Merge to the right.",a,"A flashing red traffic signal requires drivers to come to a complete stop, treating it like a stop sign."
5,"Passing, Lane Changes, and Speed Management","When can a driver legally pass on the right side of another vehicle?","a: On a narrow bridge.,b: If it means driving off the pavement.,c: Even if the vehicle is waiting to turn left and there is an available passing lane.",c,"Passing on the right is allowed when the vehicle ahead is making a left turn and there is an available passing lane, provided it is safe."
6,"Parking and Stopping","A driver may park in a space reserved for people with disabilities:","a: Only if the driver is disabled.,b: Regardless of who is in the vehicle.,c: Is carrying the disabled person named on the registration.",c,"Parking in a disabled space is allowed only when transporting the disabled person named on the registration or permit."
3,"Impaired Driving","What should a driver do if they are taking a non-prescription drug?","a: Should read the labels on the drug before driving.,b: Drink alcohol instead.,c: Continue driving regardless of any warning labels.",a,"Drivers should read labels on non-prescription drugs to check for warnings about driving impairment."
3,"Impaired Driving","What contains the same amount of alcohol as a five-ounce glass of wine?","a: A gallon of wine.,b: One 12-ounce can of beer.,c: One pint of whiskey.",b,"A 12-ounce can of beer (5% alcohol) contains roughly the same amount of alcohol as a 5-ounce glass of wine (12% alcohol)."
2,"Traffic Signs, Signals, and Markings","What does a flashing red traffic signal at an intersection mean?","a: A stop sign.,b: A yield sign.,c: A slow sign.",a,"A flashing red traffic signal functions as a stop sign, requiring a complete stop before proceeding."
2,"Traffic Signs, Signals, and Markings","What does a flashing yellow light at an intersection mean?","a: Come to a complete stop as quickly as possible.,b: Slow down and proceed with caution.,c: Stop and proceed only when the intersection is clear.",b,"A flashing yellow light warns drivers to slow down and proceed with caution, yielding to other traffic."
8,"General Driving Techniques and Emergencies","What can a fully loaded tractor-trailer traveling at 55 mph could take _______ to come to a complete stop?","a: 400 feet,b: 125 feet,c: 50 feet",a,"A fully loaded tractor-trailer at 55 mph can require up to 400 feet to stop due to its weight and momentum."
8,"General Driving Techniques and Emergencies","A large truck is in front of you and is making right onto a street with two lanes in each direction. The truck:","a: Must stay in the right lane at all times while turning.,b: May have to swing wide to complete the right turn.,c: May complete its turn in either of the two lanes.",b,"Large trucks often need to swing wide to complete turns, especially right turns, due to their size and turning radius."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What should a motorist do when approaching a bicyclist?","a: Speed up to pass them.,b: Proceed.,c: Turn into the opposite lane.",b,"Motorists should proceed cautiously when approaching a bicyclist, maintaining a safe distance and passing only when safe."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","A motorist should be aware that a bicyclist riding on the roadway must:","a: Ride on the right side of the road.,b: Ride on either side of the road.,c: Ride on the side of the road facing traffic.",a,"Bicyclists must ride on the right side of the road, in the same direction as traffic, per traffic laws."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What should you do when a pedestrian starts to cross in front of your vehicle?","a: Flash your lights.,b: Slow down.,c: Speed up and pass the pedestrian.",b,"Drivers must slow down and yield to pedestrians crossing in front of their vehicle for safety."
